Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
444914,"$25,000","$25,000",16.00%,1.00%,"October 6, 2009","October 6, 2012","October 6, 2013",$0,MORTGAGE,"$8,083 / month",15.06%, 4 months,"ALEXANDRIA, VA",__,__,__,N/a,__,679-713,0,11/1992,$0.00,11,0,23,n/a,"$62,551.00",0,90.10%,n/a,0
444944,"$24,000","$24,000",15.31%,1.00%,"October 6, 2009","October 6, 2012","October 6, 2013",$0,MORTGAGE,"$10,417 / month",11.71%, 12 years 2 months,"Colonial Heights, VA",__,__,__,N/a,__,679-713,0,07/1993,$0.00,14,0,29,n/a,"$36,598.00",0,74.40%,n/a,0
444950,"$6,000","$6,000",7.74%,1.00%,"October 1, 2009","October 6, 2012","October 6, 2013",$0,MORTGAGE,"$6,250 / month",22.90%,28 years ,"Kansas City, MO",__,__,__,N/a,__,750-779,0,01/1985,$0.00,12,0,34,n/a,"$63,299.00",0,64.90%,n/a,2
444972,"$12,000","$12,000",16.00%,1.00%,"October 6, 2009","October 6, 2012","October 6, 2013",$0,RENT,"$10,417 / month",23.85%, 1 year 10 months,"Dallas, TX",__,__,__,N/a,__,660-678,0,01/1993,$0.00,15,1,32,3,"$61,956.00",0,85.60%,n/a,2
444991,"$10,000","$10,000",8.94%,1.00%,"October 5, 2009","October 6, 2012","October 6, 2013",$0,RENT,"$3,125 / month",13.73%,2 years ,"Aspen, CO",__,__,__,N/a,__,780+,0,12/1995,$0.00,5,0,28,n/a,$417.00,0,3.20%,n/a,2
444997,"$5,400","$5,400",16.00%,1.00%,"October 1, 2009","October 6, 2012","October 6, 2013",$0,RENT,"$4,167 / month",10.61%, 2 years 1 month,"Felton, CA",__,__,__,N/a,__,660-678,0,03/2001,$0.00,5,0,8,27,"$1,487.00",0,92.90%,n/a,0
445007,"$20,000","$20,000",13.92%,1.00%,"October 6, 2009","October 6, 2012","October 6, 2013",$0,RENT,"$7,083 / month",12.61%,9 years ,"NORTH WALES, PA",__,__,__,N/a,__,679-713,0,02/1992,$0.00,21,0,50,n/a,$197.00,0,0.50%,n/a,2
445060,"$12,000","$12,000",11.83%,1.00%,"October 1, 2009","October 6, 2012","October 6, 2013",$0,RENT,"$6,667 / month",18.90%,10 years ,"pacific grove, CA",__,__,__,N/a,__,714-749,0,09/1999,$0.00,5,0,11,n/a,"$11,061.00",0,46.10%,n/a,1
445083,"$19,800","$19,800",13.22%,1.00%,"October 6, 2009","October 6, 2012","October 6, 2013",$0,MORTGAGE,"$8,917 / month",17.05%, 1 year 6 months,"West Sacramento, CA",__,__,__,N/a,__,679-713,0,10/1998,$0.00,9,0,35,n/a,"$23,075.00",0,67.30%,n/a,0
445091,"$3,000","$3,000",13.92%,1.00%,"October 1, 2009","October 6, 2012","October 6, 2013",$0,MORTGAGE,"$16,667 / month",5.35%, 4 years 10 months,"Houston, TX",__,__,__,N/a,__,714-749,0,03/1995,$0.00,10,1,20,12,"$5,415.00",1,12.80%,91,1
445134,"$9,250","$9,250",7.74%,1.00%,"October 1, 2009","October 6, 2012","October 6, 2013",$0,RENT,"$5,583 / month",8.17%, 2 years 3 months,"West Haven, CT",__,__,__,N/a,__,750-779,0,11/1993,$0.00,15,0,28,n/a,"$18,147.00",0,16.70%,n/a,1
445168,"$8,000","$8,000",15.31%,1.00%,"October 6, 2009","October 6, 2012","October 6, 2013",$0,RENT,"$4,583 / month",19.66%, 5 months,"kerman, CA",__,__,__,N/a,__,750-779,0,11/2000,$0.00,8,0,22,n/a,"$39,644.00",0,10.30%,n/a,1
445199,"$17,000","$17,000",12.53%,1.00%,"October 5, 2009","October 6, 2012","October 6, 2013",$0,RENT,"$6,250 / month",14.15%, 4 months,"Alexandria, VA",__,__,__,N/a,__,714-749,0,01/2001,$0.00,4,0,6,n/a,"$4,071.00",0,30.20%,n/a,1
445203,"$15,000","$15,000",11.83%,1.00%,"October 2, 2009","October 9, 2012","October 9, 2013",$0,MORTGAGE,"$3,000 / month",12.27%, 7 years 9 months,"RICHMOND, VA",__,__,__,N/a,__,714-749,0,11/2001,$0.00,6,0,17,69,$0.00,0,0.00%,n/a,2
445282,"$1,500","$1,500",11.14%,1.00%,"October 1, 2009","October 7, 2012","October 7, 2013",$0,RENT,"$1,458 / month",20.37%, 6 years 6 months,"RICHMOND, VA",__,__,__,N/a,__,679-713,0,08/2002,$0.00,10,0,11,n/a,"$5,013.00",0,68.70%,n/a,0
445289,"$20,000","$20,000",11.83%,1.00%,"October 1, 2009","October 7, 2012","October 7, 2013",$0,MORTGAGE,"$7,917 / month",4.24%, 5 years 10 months,"Simpsonville, SC",__,__,__,N/a,__,714-749,0,04/1991,$0.00,9,0,22,n/a,"$15,773.00",0,48.20%,n/a,2
445335,"$14,000","$14,000",13.57%,1.00%,"October 5, 2009","October 7, 2012","October 7, 2013",$0,RENT,"$5,200 / month",19.25%, 6 months,"Denver, CO",__,__,__,N/a,__,679-713,0,06/1993,$0.00,14,0,47,n/a,"$12,177.00",0,75.60%,n/a,5
445337,"$2,000","$2,000",12.87%,1.00%,"October 1, 2009","October 7, 2012","October 7, 2013",$0,RENT,"$1,400 / month",6.64%,12 years ,"Doral, FL",__,__,__,N/a,__,714-749,0,02/2000,$0.00,3,0,6,n/a,$992.00,0,82.70%,n/a,5
445339,"$5,500","$5,500",19.13%,1.00%,"October 6, 2009","October 7, 2012","October 7, 2013",$0,RENT,"$12,000 / month",3.58%, 8 years 10 months,"WASHINGTON, DC",__,__,__,N/a,__,660-678,0,09/1995,$0.00,2,0,6,42,$0.00,0,n/a,n/a,1
445345,"$4,750","$4,750",14.61%,1.00%,"October 1, 2009","October 7, 2012","October 7, 2013",$0,RENT,"$1,167 / month",10.71%, 2 years 3 months,"Garden Grove, CA",__,__,__,N/a,__,660-678,0,08/2006,$0.00,11,0,13,n/a,"$3,798.00",0,50.60%,n/a,2
445388,"$5,600","$5,600",8.59%,1.00%,"October 1, 2009","October 7, 2012","October 7, 2013",$0,RENT,"$11,417 / month",12.15%, 5 months,"NEWPORT BEACH, CA",__,__,__,N/a,__,714-749,0,08/1991,$0.00,6,0,38,n/a,"$38,084.00",0,81.00%,n/a,3
445444,"$5,000","$5,000",14.26%,1.00%,"October 1, 2009","October 7, 2012","October 7, 2013",$0,MORTGAGE,"$6,233 / month",9.56%, 8 years 9 months,"Rochester, MN",__,__,__,N/a,__,679-713,0,11/1979,$0.00,9,0,23,25,"$2,470.00",1,39.20%,107,6
445445,"$16,000","$16,000",12.18%,1.00%,"October 2, 2009","October 7, 2012","October 7, 2013",$0,"I am the only wage earner, so it is just me. I am the sole owner of the home, my mortgage payment is 1362.60 per month, credit card payments are 345.00 per month. I have 5 months left on paying off all of my credit cards at 345.00 per month.","$5,000 / month",16.40%, 5 years 9 months,"Menifee, CA",__,__,__,N/a,__,714-749,0,09/1990,$0.00,8,0,35,64,"$12,295.00",0,38.50%,n/a,0
445472,"$7,800","$7,800",12.53%,1.00%,"October 1, 2009","October 7, 2012","October 7, 2013",$0,n/a,"$3,167 / month",16.42%,6 years ,"Old Tapan, NJ",__,__,__,N/a,__,714-749,0,08/2004,$0.00,6,0,9,n/a,"$25,608.00",0,65.90%,n/a,0
445480,"$5,500","$5,500",12.53%,1.00%,"October 1, 2009","October 7, 2012","October 7, 2013",$0,RENT,"$2,500 / month",16.20%,2 years ,"south lake tahoe, CA",__,__,__,N/a,__,679-713,0,04/2001,$0.00,6,0,6,n/a,"$23,509.00",0,54.80%,n/a,0
445485,"$3,000","$3,000",13.22%,1.00%,"October 1, 2009","October 7, 2012","October 7, 2013",$0,RENT,"$3,000 / month",22.43%, 3 years 1 month,"Pikeville, KY",__,__,__,N/a,__,660-678,0,01/1995,$0.00,11,0,20,n/a,"$12,905.00",1,81.20%,114,1
445524,"$5,600","$5,600",13.57%,1.00%,"October 1, 2009","October 8, 2012","October 8, 2013",$0,MORTGAGE,"$5,833 / month",17.47%, 7 months,"Little Rock, AR",__,__,__,N/a,__,679-713,0,04/1988,$0.00,8,0,23,n/a,"$48,280.00",0,97.70%,n/a,3
445535,"$11,000","$11,000",19.47%,1.00%,"October 1, 2009","October 8, 2012","October 8, 2013",$0,MORTGAGE,"$4,167 / month",3.17%, 5 years 6 months,"JERSEY CITY, NJ",__,__,__,N/a,__,660-678,0,04/1999,$0.00,3,0,12,39,$409.00,0,40.90%,n/a,8
445664,"$5,500","$5,500",15.31%,1.00%,"October 2, 2009","October 10, 2012","October 10, 2013",$0,RENT,"$3,583 / month",0.28%, 5 years 1 month,"JAMAICA PLAIN, MA",__,__,__,N/a,__,660-678,0,06/2000,$0.00,2,0,5,33,$68.00,0,2.50%,n/a,0
445694,"$18,000","$18,000",11.83%,1.00%,"October 2, 2009","October 8, 2012","October 8, 2013",$0,RENT,"$10,667 / month",12.92%, 2 years 6 months,"Visalia, CA",__,__,__,N/a,__,714-749,0,02/1991,$0.00,10,0,39,n/a,"$12,204.00",0,64.60%,n/a,4
445702,"$15,000","$15,000",8.94%,1.00%,"October 1, 2009","October 9, 2012","October 9, 2013",$0,MORTGAGE,"$8,500 / month",6.21%, 11 years 2 months,"BREWSTER, NY",__,__,__,N/a,__,750-779,0,06/1998,$0.00,7,0,19,n/a,"$4,054.00",0,6.00%,n/a,2
445706,"$2,100","$2,100",7.40%,1.00%,"October 1, 2009","October 8, 2012","October 8, 2013",$0,OWN,"$9,417 / month",13.19%, 13 years 8 months,"Reno, NV",__,__,__,N/a,__,714-749,0,02/1998,$0.00,14,0,25,n/a,"$19,548.00",0,37.20%,n/a,0
445728,"$9,000","$9,000",12.53%,1.00%,"October 1, 2009","October 8, 2012","October 8, 2013",$0,MORTGAGE,"$12,083 / month",9.76%, 4 years 9 months,"Wilton, CT",__,__,__,N/a,__,714-749,0,12/1994,$0.00,7,0,16,n/a,"$110,441.00",0,96.60%,n/a,0
445734,"$8,000","$8,000",16.00%,1.00%,"October 5, 2009","October 8, 2012","October 8, 2013",$0,MORTGAGE,"$7,500 / month",6.03%,10 years ,"Schertz, TX",__,__,__,N/a,__,679-713,0,06/1991,$0.00,5,0,24,55,$362.00,0,36.20%,n/a,1
445760,"$16,000","$16,000",8.94%,1.00%,"October 1, 2009","October 8, 2012","October 8, 2013",$0,MORTGAGE,"$10,000 / month",7.85%, 26 years 9 months,"Bowie, MD",__,__,__,N/a,__,750-779,0,09/1985,$0.00,14,0,41,n/a,"$92,944.00",0,20.60%,n/a,0
445762,"$12,000","$12,000",12.18%,1.00%,"October 6, 2009","October 8, 2012","October 8, 2013",$0,MORTGAGE,"$3,333 / month",19.86%, 2 years 2 months,"los angeles, CA",__,__,__,N/a,__,679-713,0,02/2000,$0.00,9,0,37,n/a,"$9,777.00",0,72.40%,n/a,2
445768,"$8,000","$8,000",12.18%,1.00%,"October 1, 2009","October 8, 2012","October 8, 2013",$0,RENT,"$4,167 / month",8.54%, 2 years 4 months,"Willow Springs, IL",__,__,__,N/a,__,679-713,0,06/2003,$0.00,10,0,14,n/a,"$7,690.00",0,65.60%,n/a,0
445804,"$5,000","$5,000",8.94%,1.00%,"October 1, 2009","October 8, 2012","October 8, 2013",$0,RENT,"$3,167 / month",18.54%,1 year ,"Snohomish, WA",__,__,__,N/a,__,714-749,0,09/1998,$0.00,7,0,35,n/a,"$13,862.00",0,74.50%,n/a,0
445819,"$7,200","$7,200",11.83%,1.00%,"October 5, 2009","October 8, 2012","October 8, 2013",$0,OWN,"$5,833 / month",23.33%,1 year ,"BRISTOL, CT",__,__,__,N/a,__,679-713,0,11/1995,$0.00,15,0,37,35,"$31,485.00",0,64.40%,n/a,3
445820,"$6,500","$6,500",8.94%,1.00%,"October 1, 2009","October 8, 2012","October 8, 2013",$0,MORTGAGE,"$5,606 / month",12.49%, 4 years 2 months,"Brookline, MA",__,__,__,N/a,__,750-779,0,10/1999,$0.00,4,0,6,n/a,"$21,760.00",0,63.20%,n/a,0
445845,"$2,500","$2,500",7.40%,1.00%,"October 1, 2009","October 8, 2012","October 8, 2013",$0,RENT,"$2,667 / month",11.48%, 1 year 9 months,"Jefferson, WI",__,__,__,N/a,__,750-779,0,10/2001,$0.00,8,0,12,n/a,"$1,641.00",0,14.90%,n/a,0
445846,"$7,000","$7,000",8.94%,1.00%,"October 2, 2009","October 9, 2012","October 9, 2013",$0,RENT,"$3,750 / month",15.20%, 16 years 1 month,"bronson, MI",__,__,__,N/a,__,714-749,0,10/1999,$0.00,11,0,24,n/a,"$5,764.00",0,31.50%,n/a,1
445883,"$1,500","$1,500",13.92%,1.00%,"October 6, 2009","October 8, 2012","October 8, 2013",$0,MORTGAGE,"$2,667 / month",4.09%, 1 year 3 months,"DENVER, CO",__,__,__,N/a,__,679-713,0,10/2002,$0.00,3,0,9,45,$286.00,0,35.70%,n/a,2
445885,"$6,000","$6,000",12.53%,1.00%,"October 5, 2009","October 9, 2012","October 9, 2013",$0,RENT,"$5,833 / month",17.28%, 11 years 5 months,"ORLANDO, FL",__,__,__,N/a,__,679-713,0,08/1996,$0.00,10,0,25,n/a,"$33,711.00",0,81.60%,n/a,2
445931,"$3,350","$3,350",8.59%,1.00%,"October 1, 2009","October 8, 2012","October 8, 2013",$0,n/a,"$5,000 / month",22.54%, 6 years 2 months,"WESTMINSTER, CO",__,__,__,N/a,__,714-749,0,05/1997,$0.00,13,0,50,n/a,"$32,143.00",0,61.70%,n/a,0
445988,"$6,200","$6,200",8.59%,1.00%,"October 1, 2009","October 9, 2012","October 9, 2013",$0,MORTGAGE,"$5,000 / month",19.10%, 1 year 3 months,"Kimberly, WI",__,__,__,N/a,__,714-749,0,11/1994,$0.00,17,0,27,31,"$9,367.00",0,36.70%,n/a,0
445995,"$7,500","$7,500",13.92%,1.00%,"October 6, 2009","October 9, 2012","October 9, 2013",$0,RENT,"$10,500 / month",11.86%, 4 years 1 month,"Columbus, OH",__,__,__,N/a,__,660-678,0,01/1997,$0.00,11,1,31,21,"$20,685.00",0,72.90%,n/a,1
445996,"$25,000","$25,000",12.18%,1.00%,"October 5, 2009","October 9, 2012","October 9, 2013",$0,MORTGAGE,"$3,833 / month",11.30%,14 years ,"CHICAGO, IL",__,__,__,N/a,__,714-749,0,10/1990,$0.00,11,0,41,n/a,"$13,873.00",0,15.50%,n/a,4
446011,"$3,600","$3,600",12.53%,1.00%,"October 1, 2009","October 9, 2012","October 9, 2013",$0,OWN,"$4,041 / month",24.47%, 6 years 4 months,"SAN DIEGO, CA",__,__,__,N/a,__,679-713,0,10/2003,$0.00,8,0,25,n/a,"$15,888.00",0,75.70%,n/a,0
446014,"$6,000","$6,000",13.57%,1.00%,"October 1, 2009","October 9, 2012","October 9, 2013",$0,RENT,"$6,833 / month",19.93%, 8 years 4 months,"Frederick, MD",__,__,__,N/a,__,679-713,0,10/1990,$0.00,10,0,22,n/a,"$52,116.00",0,95.30%,n/a,0
446034,"$4,000","$4,000",16.00%,1.00%,"October 2, 2009","October 9, 2012","October 9, 2013",$0,MORTGAGE,"$3,433 / month",19.63%, 1 year 6 months,"MANASSAS, VA",__,__,__,N/a,__,660-678,0,09/2005,$0.00,6,0,13,n/a,"$5,277.00",0,97.70%,n/a,1
446097,"$7,000","$7,000",8.94%,1.00%,"October 1, 2009","October 10, 2012","October 10, 2013",$0,RENT,"$2,917 / month",10.49%,2 years ,"san francisco, CA",__,__,__,N/a,__,750-779,0,01/2002,$0.00,4,0,9,n/a,"$15,269.00",0,76.70%,n/a,0
446098,"$4,000","$4,000",14.61%,1.00%,"October 1, 2009","October 9, 2012","October 9, 2013",$0,RENT,"$4,167 / month",10.01%, 3 years 8 months,"ASHBURN, VA",__,__,__,N/a,__,679-713,0,03/2002,$0.00,3,0,5,38,"$1,412.00",0,94.10%,n/a,0
446121,"$7,000","$7,000",13.22%,1.00%,"October 5, 2009","October 9, 2012","October 9, 2013",$0,RENT,"$6,667 / month",0.22%,5 years ,"Philidelphia, PA",__,__,__,N/a,__,780+,0,03/1978,$0.00,3,0,8,n/a,$182.00,0,3.60%,n/a,2
446171,"$4,900","$4,900",8.94%,1.00%,"October 1, 2009","October 10, 2012","October 10, 2013",$0,OWN,"$4,167 / month",10.66%, 5 years 1 month,"Saginaw, MI",__,__,__,N/a,__,750-779,0,09/2000,$0.00,4,0,7,n/a,"$5,076.00",0,22.70%,n/a,0
446193,"$4,000","$4,000",7.40%,1.00%,"October 1, 2009","October 9, 2012","October 9, 2013",$0,RENT,"$4,392 / month",17.24%,7 years ,"lancaster, PA",__,__,__,N/a,__,780+,0,11/1984,$0.00,9,0,18,n/a,"$2,765.00",0,9.40%,n/a,1
446201,"$9,250","$9,250",8.59%,1.00%,"October 1, 2009","October 9, 2012","October 9, 2013",$0,MORTGAGE,"$2,083 / month",22.90%, 2 years 5 months,"NORRISTOWN, PA",__,__,__,N/a,__,750-779,0,12/2003,$0.00,11,0,31,n/a,"$3,803.00",0,11.70%,n/a,1
446224,"$10,000","$10,000",7.74%,1.00%,"October 1, 2009","October 9, 2012","October 9, 2013",$0,RENT,"$6,783 / month",12.60%, 28 years 1 month,"Lynn Haven, FL",__,__,__,N/a,__,750-779,0,11/1995,$0.00,8,0,22,n/a,"$12,212.00",0,19.00%,n/a,2
446300,"$4,900","$4,900",14.26%,1.00%,"October 2, 2009","October 10, 2012","October 10, 2013",$0,MORTGAGE,"$5,333 / month",12.90%, 11 years 1 month,"Fort Worth, TX",__,__,__,N/a,__,679-713,0,08/2006,$0.00,5,0,13,n/a,"$2,628.00",0,46.90%,n/a,1
446332,"$7,000","$7,000",12.87%,1.00%,"October 5, 2009","October 10, 2012","October 10, 2013",$0,RENT,"$1,907 / month",19.56%, 2 years 9 months,"Saginaw, MI",__,__,__,N/a,__,679-713,0,07/2001,$0.00,5,0,7,n/a,"$12,315.00",0,94.70%,n/a,1
446340,"$5,600","$5,600",15.65%,1.00%,"October 2, 2009","October 10, 2012","October 10, 2013",$0,RENT,"$10,833 / month",6.94%, 1 year 3 months,"McKinney, TX",__,__,__,N/a,__,660-678,0,12/1989,$0.00,5,0,12,37,"$9,044.00",0,93.20%,n/a,0
446415,"$2,000","$2,000",8.94%,1.00%,"October 2, 2009","October 12, 2012","October 12, 2013",$0,MORTGAGE,"$6,250 / month",7.18%, 1 year 9 months,"RABUN GAP, GA",__,__,__,N/a,__,750-779,0,12/2004,$0.00,9,0,13,n/a,$0.00,0,0.00%,n/a,4
446429,"$12,000","$12,000",11.48%,1.00%,"October 2, 2009","October 13, 2012","October 13, 2013",$0,MORTGAGE,"$2,500 / month",18.20%, 10 months,"BAYONNE, NJ",__,__,__,N/a,__,714-749,0,07/2001,$0.00,7,1,12,15,$434.00,0,3.30%,n/a,1
446461,"$24,000","$24,000",11.83%,1.00%,"October 5, 2009","October 11, 2012","October 11, 2013",$0,RENT,"$7,500 / month",10.21%,19 years ,"Pahrump, NV",__,__,__,N/a,__,750-779,0,09/1983,$0.00,10,0,24,n/a,"$54,147.00",0,53.50%,n/a,0
446490,"$1,200","$1,200",13.22%,1.00%,"October 2, 2009","October 12, 2012","October 12, 2013",$0,MORTGAGE,"$1,907 / month",10.54%,2 years ,"SUNLAND, CA",__,__,__,N/a,__,679-713,0,01/2005,$0.00,5,0,7,n/a,"$4,826.00",0,57.50%,n/a,2
446499,"$5,000","$5,000",15.65%,1.00%,"October 6, 2009","October 12, 2012","October 12, 2013",$0,RENT,"$2,083 / month",18.39%,3 years ,"YUCCA VALLEY, CA",__,__,__,N/a,__,660-678,0,07/2005,$0.00,3,1,7,21,$663.00,0,51.00%,n/a,1
446673,"$16,000","$16,000",8.94%,1.00%,"October 1, 2009","October 12, 2012","October 12, 2013",$0,RENT,"$4,583 / month",9.38%, 13 years 4 months,"Elmhurst, NY",__,__,__,N/a,__,750-779,0,06/1993,$0.00,7,0,28,n/a,"$16,018.00",0,38.00%,n/a,0
446726,"$2,650","$2,650",7.40%,1.00%,"October 6, 2009","October 12, 2012","October 12, 2013",$0,RENT,$833 / month,1.20%, 11 years 10 months,"HERKIMER, NY",__,__,__,N/a,__,780+,0,01/1999,$0.00,6,0,6,n/a,$82.00,0,2.30%,n/a,0
446787,"$4,000","$4,000",11.83%,1.00%,"October 2, 2009","October 12, 2012","October 12, 2013",$0,RENT,"$3,750 / month",8.43%, 3 years 1 month,"Keene, NH",__,__,__,N/a,__,714-749,0,03/2006,$0.00,6,0,9,n/a,$450.00,0,1.70%,n/a,2
446792,"$3,000","$3,000",7.05%,1.00%,"October 1, 2009","October 12, 2012","October 12, 2013",$0,MORTGAGE,"$2,083 / month",8.16%, 3 months,"San Jacinto, CA",__,__,__,N/a,__,750-779,0,10/2001,$0.00,6,0,11,n/a,$415.00,0,6.80%,n/a,1
446794,"$8,000","$8,000",13.92%,1.00%,"October 6, 2009","October 12, 2012","October 12, 2013",$0,RENT,"$3,465 / month",23.69%, 14 years 1 month,"Denton, TX",__,__,__,N/a,__,679-713,0,05/1995,$0.00,9,0,20,63,"$9,728.00",0,91.90%,n/a,0
446823,"$3,000","$3,000",7.40%,1.00%,"October 1, 2009","October 12, 2012","October 12, 2013",$0,RENT,"$3,333 / month",5.55%, 2 years 8 months,"Clinton, CT",__,__,__,N/a,__,750-779,0,12/1987,$0.00,7,0,15,n/a,"$13,315.00",0,61.40%,n/a,0
446864,"$5,000","$5,000",12.18%,1.00%,"October 5, 2009","October 12, 2012","October 12, 2013",$0,RENT,"$4,583 / month",22.45%, 6 months,"Wichita, KS",__,__,__,N/a,__,679-713,0,10/2004,$0.00,6,0,10,n/a,"$16,957.00",0,67.00%,n/a,3
446873,"$2,000","$2,000",8.59%,1.00%,"October 1, 2009","October 12, 2012","October 12, 2013",$0,MORTGAGE,"$2,407 / month",15.96%, 4 years 5 months,"Sacramento, CA",__,__,__,N/a,__,714-749,0,09/2004,$0.00,6,0,12,n/a,"$4,545.00",0,16.20%,n/a,0
446879,"$2,500","$2,500",11.14%,1.00%,"October 6, 2009","October 12, 2012","October 12, 2013",$0,MORTGAGE,"$5,833 / month",18.09%, 4 years 5 months,"Las Vegas, NV",__,__,__,N/a,__,679-713,0,06/1987,$0.00,7,0,29,n/a,"$14,482.00",0,84.20%,n/a,0
446889,"$2,500","$2,500",17.04%,1.00%,"October 1, 2009","October 12, 2012","October 12, 2013",$0,RENT,"$4,167 / month",13.66%,5 years ,"LOS ANGELES, CA",__,__,__,N/a,__,679-713,0,02/1999,$0.00,8,0,13,n/a,"$11,999.00",0,96.80%,n/a,1
446898,"$5,000","$5,000",12.87%,1.00%,"October 6, 2009","October 12, 2012","October 12, 2013",$0,RENT,"$24,583 / month",9.27%, 7 years 10 months,"Wilmington, DE",__,__,__,N/a,__,679-713,0,05/1992,$0.00,11,0,29,n/a,"$602,519.00",1,68.40%,118,4
447015,"$4,000","$4,000",8.94%,1.00%,"October 2, 2009","October 12, 2012","October 12, 2013",$0,MORTGAGE,"$6,667 / month",15.31%, 13 years 6 months,"Woodland Hills, CA",__,__,__,N/a,__,714-749,0,05/1995,$0.00,16,0,31,n/a,"$101,713.00",0,61.80%,n/a,0
447026,"$3,000","$3,000",7.74%,1.00%,"October 6, 2009","October 12, 2012","October 12, 2013",$0,MORTGAGE,"$1,167 / month",21.51%, 4 years 5 months,"LANCASTER, OH",__,__,__,N/a,__,750-779,0,11/2003,$0.00,5,0,7,n/a,"$2,520.00",0,13.30%,n/a,0
447028,"$8,000","$8,000",14.61%,1.00%,"October 5, 2009","October 13, 2012","October 13, 2013",$0,RENT,"$10,000 / month",0.00%, 4 years 3 months,"Alhambra, CA",__,__,__,N/a,__,679-713,0,07/1995,$0.00,2,0,7,48,$0.00,0,0.00%,n/a,0
447050,"$3,000","$3,000",7.40%,1.00%,"October 5, 2009","October 12, 2012","October 12, 2013",$0,RENT,"$7,333 / month",5.58%, 16 years 2 months,"Berkeley, CA",__,__,__,N/a,__,780+,0,11/1995,$0.00,6,0,13,n/a,$0.00,0,0.00%,n/a,0
447108,"$2,700","$2,700",7.40%,1.00%,"October 2, 2009","October 13, 2012","October 13, 2013",$0,RENT,"$8,325 / month",0.18%, 10 years 11 months,"long beach, CA",__,__,__,N/a,__,780+,0,10/1992,$0.00,8,0,28,n/a,"$1,269.00",0,2.00%,n/a,2
447122,"$8,000","$8,000",11.14%,1.00%,"October 2, 2009","October 13, 2012","October 13, 2013",$0,MORTGAGE,"$7,083 / month",17.39%, 2 years 8 months,"Columbia, MD",__,__,__,N/a,__,714-749,0,03/2001,$0.00,12,0,25,n/a,"$19,388.00",0,48.60%,n/a,0
447132,"$20,000","$20,000",11.48%,1.00%,"October 2, 2009","October 13, 2012","October 13, 2013",$0,MORTGAGE,"$6,167 / month",14.06%, 4 years 5 months,"San Francisco, CA",__,__,__,N/a,__,780+,0,03/1998,$0.00,6,0,10,n/a,$177.00,0,1.40%,n/a,0
447139,"$14,400","$14,400",11.83%,1.00%,"October 2, 2009","October 13, 2012","October 13, 2013",$0,MORTGAGE,"$7,917 / month",11.52%, 9 years 10 months,"Kyle, TX",__,__,__,N/a,__,714-749,0,09/1988,$0.00,21,0,53,n/a,"$19,757.00",0,30.10%,n/a,3
447140,"$6,000","$6,000",8.94%,1.00%,"October 5, 2009","October 13, 2012","October 13, 2013",$0,MORTGAGE,"$2,000 / month",8.05%,8 years ,"valpariso, FL",__,__,__,N/a,__,714-749,0,05/2001,$0.00,7,0,11,n/a,"$2,489.00",0,15.60%,n/a,0
447174,"$4,800","$4,800",13.57%,1.00%,"October 2, 2009","October 14, 2012","October 14, 2013",$0,MORTGAGE,"$5,500 / month",6.29%,6 years ,"SAN DIEGO, CA",__,__,__,N/a,__,679-713,0,01/2000,$0.00,2,0,7,80,$500.00,0,25.00%,n/a,0
447194,"$2,400","$2,400",11.83%,1.00%,"October 2, 2009","October 13, 2012","October 13, 2013",$0,RENT,"$4,150 / month",6.94%, 2 years 8 months,"PHILADELPHIA, PA",__,__,__,N/a,__,679-713,0,11/1999,$0.00,5,0,16,57,$107.00,0,8.90%,n/a,1
447280,"$10,000","$10,000",8.94%,1.00%,"October 2, 2009","October 13, 2012","October 13, 2013",$0,RENT,"$9,833 / month",7.03%, 10 years 1 month,"Weston, FL",__,__,__,N/a,__,714-749,0,12/1997,$0.00,11,0,21,n/a,"$140,420.00",0,48.00%,n/a,0
447281,"$16,750","$16,750",8.94%,1.00%,"October 2, 2009","October 13, 2012","October 13, 2013",$0,MORTGAGE,"$3,750 / month",13.81%, 8 years 1 month,"San Diego, CA",__,__,__,N/a,__,780+,0,12/1987,$0.00,6,0,16,n/a,"$2,669.00",0,22.20%,n/a,0
447394,"$5,000","$5,000",13.57%,1.00%,"October 5, 2009","October 14, 2012","October 14, 2013",$0,MORTGAGE,"$2,472 / month",15.53%, 8 years 6 months,"Dallas, GA",__,__,__,N/a,__,679-713,0,08/2000,$0.00,7,0,23,41,"$3,262.00",0,93.20%,n/a,2
447413,"$15,000","$15,000",8.94%,1.00%,"October 5, 2009","October 14, 2012","October 14, 2013",$0,MORTGAGE,"$7,500 / month",8.99%,4 years ,"BRIDGEWATER, NJ",__,__,__,N/a,__,780+,0,10/1981,$0.00,14,0,46,n/a,"$17,908.00",0,20.30%,n/a,1
