Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
40038162,"$18,700","$18,700",17.86%,1.00%,"January 26, 2015","February 4, 2018","February 4, 2020",$0,MORTGAGE,"$4,350 / month",19.13%,5 years ,282xx,N/a,N/a,N/a,truck Driver,N/a,670-674,0,08/2000,$0.00,9,0,21,35,"$17,045.00",0,67.40%,n/a,1
40038260,"$12,000","$12,000",17.86%,1.00%,"January 27, 2015","February 7, 2020","February 7, 2020",$0,OWN,"$2,917 / month",15.95%,3 years ,112xx,N/a,N/a,N/a,Sales & Service Specialist,N/a,675-679,0,04/2005,$0.00,10,0,17,54,"$6,554.00",1,87.40%,34,1
40038293,"$10,000","$10,000",9.49%,1.00%,"January 26, 2015","February 4, 2018","February 4, 2020",$0,MORTGAGE,"$3,333 / month",24.35%,3 years ,980xx,N/a,N/a,N/a,Client Relations Manager ,N/a,700-704,0,06/2000,$0.00,14,0,39,27,"$9,580.00",0,52.10%,n/a,1
40038383,"$20,000","$20,000",15.99%,1.00%,"January 26, 2015","February 5, 2020","February 5, 2020",$0,MORTGAGE,"$7,500 / month",36.76%,4 years ,012xx,N/a,N/a,N/a,Nurse Practioner,N/a,680-684,0,10/1995,$0.00,15,0,35,39,"$30,768.00",0,76.00%,n/a,0
40038387,"$5,000","$5,000",12.39%,1.00%,"January 23, 2015","February 5, 2018","February 5, 2020",$0,MORTGAGE,"$1,167 / month",26.67%,1 year ,301xx,N/a,N/a,N/a,Optical Associate,N/a,685-689,0,06/1986,$0.00,11,4,20,11,"$6,097.00",0,60.40%,n/a,1
40038392,"$12,000","$12,000",8.67%,1.00%,"January 26, 2015","February 5, 2018","February 5, 2020",$0,RENT,"$4,833 / month",19.06%,< 1 year ,483xx,N/a,N/a,N/a,Associate ,N/a,665-669,0,05/2002,$0.00,15,0,50,n/a,"$8,370.00",1,76.80%,80,0
40038408,"$17,500","$17,500",9.49%,1.00%,"January 26, 2015","February 5, 2018","February 5, 2020",$0,RENT,"$8,417 / month",7.18%,7 years ,152xx,N/a,N/a,N/a,Global Product Line Manager,N/a,660-664,0,08/1997,$0.00,6,0,17,25,"$21,503.00",0,89.20%,n/a,1
40038433,"$5,000","$5,000",13.66%,1.00%,"January 26, 2015","February 5, 2018","February 5, 2020",$0,MORTGAGE,"$4,220 / month",37.63%,5 years ,400xx,N/a,N/a,N/a,social worker,N/a,680-684,0,05/2006,$0.00,18,0,49,n/a,"$12,140.00",0,56.50%,n/a,2
40038449,"$24,000","$24,000",6.49%,1.00%,"January 27, 2015","February 5, 2018","February 5, 2020",$0,RENT,"$7,500 / month",7.65%,1 year ,117xx,N/a,N/a,N/a,Senior IT Manager,N/a,685-689,0,05/2004,$0.00,12,0,26,n/a,"$21,541.00",0,37.10%,n/a,1
40038530,"$3,525","$3,525",23.99%,1.00%,"January 27, 2015","February 5, 2018","February 5, 2020",$0,MORTGAGE,"$4,167 / month",6.82%,10+ years ,120xx,N/a,N/a,N/a,elg spec,N/a,670-674,0,08/2003,$0.00,10,0,15,41,"$3,222.00",5,40.80%,29,0
40038652,"$21,000","$21,000",20.99%,1.00%,"January 27, 2015","February 6, 2020","February 6, 2020",$0,RENT,"$7,500 / month",28.32%,10+ years ,957xx,N/a,N/a,N/a,Financial Analyst,N/a,660-664,0,07/1994,$0.00,21,1,49,11,"$29,031.00",0,61.80%,n/a,1
40038661,"$9,000","$9,000",7.49%,1.00%,"January 27, 2015","February 5, 2018","February 5, 2020",$0,RENT,"$3,333 / month",8.01%,1 year ,967xx,N/a,N/a,N/a,Pipefitter,N/a,660-664,0,05/1999,$0.00,4,2,8,19,"$8,922.00",0,78.30%,n/a,0
40038679,"$1,200","$1,200",8.67%,1.00%,"January 26, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$5,000 / month",11.00%,10+ years ,142xx,N/a,N/a,N/a,laborer,N/a,675-679,0,03/2006,$0.00,8,0,11,n/a,"$3,816.00",1,57.80%,64,0
40038686,"$5,000","$5,000",8.67%,1.00%,"January 27, 2015","February 5, 2018","February 5, 2020",$0,MORTGAGE,"$4,167 / month",6.99%,10+ years ,983xx,N/a,N/a,N/a,Administrative Assistant,N/a,695-699,0,06/1979,$0.00,14,1,45,13,"$1,505.00",0,20.60%,n/a,0
40038704,"$25,200","$25,200",21.99%,1.00%,"January 26, 2015","February 6, 2020","February 6, 2020",$0,RENT,"$5,000 / month",35.76%,2 years ,770xx,N/a,N/a,N/a,Research Scientist,N/a,660-664,0,07/1999,$0.00,15,0,50,71,"$20,335.00",0,73.70%,n/a,2
40038710,"$25,575","$25,575",20.99%,1.00%,"January 27, 2015","February 5, 2020","February 5, 2020",$0,MORTGAGE,"$8,013 / month",37.54%,10+ years ,985xx,N/a,N/a,N/a,"Deputy Assistant Director, Fraud ",N/a,690-694,0,03/1997,$0.00,17,0,30,n/a,"$33,700.00",0,70.50%,n/a,1
40038770,"$18,000","$18,000",21.99%,1.00%,"January 27, 2015","February 6, 2020","February 6, 2020",$0,OWN,"$6,204 / month",21.92%,3 years ,100xx,N/a,N/a,N/a,"Assistant Director, Disability Services",N/a,680-684,0,09/2000,$0.00,17,0,28,61,"$17,610.00",0,47.30%,n/a,1
40038886,"$12,000","$12,000",8.19%,1.00%,"January 27, 2015","February 6, 2018","February 6, 2020",$0,MORTGAGE,"$3,029 / month",11.95%,5 years ,385xx,N/a,N/a,N/a,Pro Shop Assistance,N/a,665-669,0,01/1994,$0.00,7,2,27,2,"$13,159.00",0,61.20%,n/a,0
40038919,"$3,000","$3,000",12.39%,1.00%,"January 26, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$5,417 / month",18.02%,3 years ,070xx,N/a,N/a,N/a,Personal Trainer,N/a,670-674,0,10/2006,$0.00,9,1,13,6,"$12,665.00",0,74.50%,n/a,0
40038930,"$10,500","$10,500",11.44%,1.00%,"January 27, 2015","February 6, 2018","February 6, 2020",$0,MORTGAGE,"$6,000 / month",27.57%,9 years ,142xx,N/a,N/a,N/a,Casting operator,N/a,665-669,0,06/2005,$0.00,13,0,22,41,"$8,683.00",0,54.30%,n/a,0
40049155,"$12,825","$12,825",16.49%,1.00%,"January 23, 2015","February 4, 2018","February 4, 2020",$0,OWN,"$2,983 / month",35.71%,6 years ,754xx,N/a,N/a,N/a,Correctional Officer IV,N/a,675-679,0,09/2003,$0.00,6,0,18,n/a,"$8,552.00",0,86.40%,n/a,0
40049177,"$8,500","$8,500",11.44%,1.00%,"January 26, 2015","February 4, 2018","February 4, 2020",$0,MORTGAGE,"$5,667 / month",22.01%,n/a,921xx,N/a,N/a,N/a,n/a,N/a,660-664,0,03/1980,$0.00,12,0,35,47,"$13,458.00",1,78.20%,46,1
40049196,"$3,000","$3,000",12.99%,1.00%,"January 23, 2015","February 4, 2018","February 4, 2020",$0,RENT,"$2,917 / month",19.82%,7 years ,462xx,N/a,N/a,N/a,PCA,N/a,660-664,0,09/2000,$0.00,7,3,21,9,"$6,019.00",0,70.80%,n/a,1
40049210,"$22,000","$22,000",17.86%,1.00%,"January 26, 2015","February 4, 2018","February 4, 2020",$0,MORTGAGE,"$6,250 / month",28.48%,7 years ,774xx,N/a,N/a,N/a,Analyst-Telecommuter,N/a,685-689,0,02/2001,$0.00,15,0,22,n/a,"$16,850.00",0,58.30%,n/a,0
40049255,"$35,000","$35,000",25.83%,1.00%,"January 23, 2015","February 4, 2020","February 4, 2020",$0,OWN,"$6,000 / month",15.83%,10+ years ,490xx,N/a,N/a,N/a,Unit Superviser,N/a,690-694,0,10/1989,$0.00,9,1,20,18,"$2,209.00",0,63.10%,n/a,1
40049455,"$35,000","$35,000",9.49%,1.00%,"January 27, 2015","February 5, 2018","February 5, 2020",$0,OWN,"$10,850 / month",5.36%,5 years ,435xx,N/a,N/a,N/a,consultant,N/a,730-734,0,05/1996,$0.00,6,0,10,33,"$2,055.00",0,7.10%,n/a,0
40049463,"$14,000","$14,000",12.99%,1.00%,"January 26, 2015","February 6, 2020","February 6, 2020",$0,MORTGAGE,"$3,750 / month",32.48%,3 years ,805xx,N/a,N/a,N/a,Executive Assistant,N/a,705-709,0,06/2004,$0.00,18,0,30,n/a,"$12,597.00",0,45.30%,n/a,0
40049589,"$15,000","$15,000",18.54%,1.00%,"January 26, 2015","February 6, 2020","February 6, 2020",$0,RENT,"$3,583 / month",7.75%,2 years ,770xx,N/a,N/a,N/a,Postdoctoral Fellow,N/a,675-679,0,08/2005,$0.00,7,0,9,n/a,"$17,795.00",0,50.00%,n/a,0
40049614,"$9,600","$9,600",9.49%,1.00%,"January 26, 2015","February 5, 2018","February 5, 2020",$0,MORTGAGE,"$8,333 / month",15.59%,< 1 year ,336xx,N/a,N/a,N/a,President,N/a,720-724,0,03/2004,$0.00,13,0,26,41,"$14,960.00",0,41.80%,n/a,1
40049733,"$6,600","$6,600",13.66%,1.00%,"January 27, 2015","February 5, 2018","February 5, 2020",$0,RENT,"$1,833 / month",26.46%,7 years ,917xx,N/a,N/a,N/a,CCHT,N/a,680-684,0,12/1985,$0.00,12,2,42,78,"$6,223.00",1,36.00%,71,2
40049754,"$25,000","$25,000",7.49%,1.00%,"January 26, 2015","February 5, 2018","February 5, 2020",$0,MORTGAGE,"$6,458 / month",14.96%,4 years ,440xx,N/a,N/a,N/a,Manager,N/a,695-699,0,12/1992,$0.00,14,0,17,66,"$25,712.00",0,34.10%,n/a,2
40049759,"$6,000","$6,000",8.19%,1.00%,"January 26, 2015","February 5, 2018","February 5, 2020",$0,RENT,"$6,417 / month",12.84%,< 1 year ,303xx,N/a,N/a,N/a,"Program Manager, Weather Platform",N/a,700-704,0,08/2001,$0.00,7,0,23,n/a,"$12,815.00",0,89.60%,n/a,0
40049791,"$11,200","$11,200",23.99%,1.00%,"January 26, 2015","February 5, 2020","February 5, 2020",$0,RENT,"$6,250 / month",17.09%,3 years ,891xx,N/a,N/a,N/a,Underwriter,N/a,660-664,0,05/2004,$0.00,11,0,13,n/a,"$12,995.00",0,89.60%,n/a,3
40049793,"$26,575","$26,575",18.54%,1.00%,"January 26, 2015","February 5, 2018","February 5, 2020",$0,RENT,"$7,500 / month",6.06%,9 years ,079xx,N/a,N/a,N/a,Registered Nurse,N/a,660-664,0,02/1999,$0.00,8,3,23,12,"$6,189.00",0,47.20%,n/a,2
40049922,"$18,625","$18,625",22.99%,1.00%,"January 27, 2015","February 7, 2020","February 7, 2020",$0,RENT,"$4,583 / month",34.89%,10+ years ,104xx,N/a,N/a,N/a,assistant manager,N/a,675-679,0,07/2005,$0.00,10,0,17,n/a,"$16,923.00",0,54.10%,n/a,1
40049957,"$5,000","$5,000",13.66%,1.00%,"January 26, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$2,083 / month",4.03%,< 1 year ,300xx,N/a,N/a,N/a,Uber Driver,N/a,680-684,0,08/2011,$0.00,6,0,6,n/a,"$3,372.00",0,82.20%,n/a,0
40049958,"$7,225","$7,225",17.14%,1.00%,"January 27, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$4,160 / month",13.82%,4 years ,970xx,N/a,N/a,N/a,packaged gas operator,N/a,695-699,0,07/2007,$0.00,8,1,13,15,"$4,857.00",0,52.80%,n/a,0
40097115,"$5,000","$5,000",6.49%,1.00%,"January 27, 2015","February 6, 2018","February 6, 2020",$0,MORTGAGE,"$2,750 / month",2.36%,5 years ,242xx,N/a,N/a,N/a,Electrician,N/a,735-739,0,07/2001,$0.00,2,0,8,n/a,"$2,834.00",0,70.80%,n/a,1
40097144,"$20,000","$20,000",15.59%,1.00%,"January 27, 2015","February 6, 2018","February 6, 2020",$0,MORTGAGE,"$4,833 / month",33.52%,4 years ,080xx,N/a,N/a,N/a,Teacher,N/a,675-679,0,10/2001,$0.00,23,0,34,n/a,"$25,575.00",0,70.30%,n/a,1
40097207,"$9,550","$9,550",19.24%,1.00%,"January 27, 2015","February 6, 2018","February 6, 2020",$0,MORTGAGE,"$2,667 / month",27.19%,4 years ,350xx,N/a,N/a,N/a,Non-Con Order Filler,N/a,670-674,0,01/2008,$0.00,8,0,13,n/a,"$9,068.00",0,72.50%,n/a,1
40097246,"$3,000","$3,000",17.14%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$3,417 / month",11.45%,4 years ,403xx,N/a,N/a,N/a,Carpet tech,N/a,675-679,0,12/2002,$0.00,11,0,15,n/a,"$7,584.00",0,60.20%,n/a,0
40097301,"$6,000","$6,000",11.44%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$3,333 / month",16.11%,3 years ,631xx,N/a,N/a,N/a,Dealer,N/a,695-699,0,08/2011,$0.00,5,0,7,n/a,"$4,990.00",0,58.70%,n/a,0
40097305,"$35,000","$35,000",11.99%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$10,833 / month",15.28%,10+ years ,930xx,N/a,N/a,N/a,Sheriff's Sergeant,N/a,660-664,0,06/1997,$0.00,21,2,27,11,"$40,802.00",0,109.40%,n/a,1
40097349,"$22,200","$22,200",8.19%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,OWN,"$3,821 / month",35.79%,7 years ,450xx,N/a,N/a,N/a,Financial Operations Representative,N/a,750-754,0,08/1997,$0.00,12,0,20,n/a,"$24,756.00",0,47.90%,n/a,0
40097521,"$5,000","$5,000",13.66%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$5,167 / month",9.37%,1 year ,109xx,N/a,N/a,N/a,PTA,N/a,685-689,0,08/2008,$0.00,7,0,10,n/a,"$4,985.00",0,36.70%,n/a,1
40097566,"$15,600","$15,600",10.49%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$3,588 / month",12.79%,< 1 year ,200xx,N/a,N/a,N/a,Statistician,N/a,680-684,0,08/2007,$0.00,13,0,26,n/a,"$11,987.00",0,92.20%,n/a,0
40097657,"$11,475","$11,475",20.99%,1.00%,"January 27, 2015","February 8, 2020","February 8, 2020",$0,OWN,"$2,500 / month",27.48%,10+ years ,473xx,N/a,N/a,N/a,Grocery Clerk,N/a,670-674,0,07/2002,$0.00,10,0,29,75,"$6,121.00",0,61.20%,n/a,0
40097691,"$10,000","$10,000",6.03%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$5,583 / month",21.45%,10+ years ,985xx,N/a,N/a,N/a,Manager,N/a,810-814,0,03/1976,$0.00,11,0,17,n/a,"$8,595.00",0,21.20%,n/a,0
40097697,"$8,000","$8,000",15.99%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$16,333 / month",25.68%,7 years ,930xx,N/a,N/a,N/a,Director Compliance,N/a,675-679,0,11/1990,$0.00,15,0,29,51,"$5,330.00",0,98.70%,n/a,0
40097706,"$30,000","$30,000",22.99%,1.00%,"January 27, 2015","February 8, 2020","February 8, 2020",$0,RENT,"$10,000 / month",11.40%,8 years ,106xx,N/a,N/a,N/a,Marketing Consulant,N/a,685-689,0,02/1997,$0.00,11,1,18,15,"$22,019.00",1,73.90%,85,0
40107169,"$33,025","$33,025",18.54%,1.00%,"January 27, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$7,667 / month",12.96%,5 years ,852xx,N/a,N/a,N/a,Underwriting Consultant,N/a,660-664,0,10/2000,$0.00,9,0,29,n/a,"$17,485.00",1,88.30%,1,0
40107178,"$15,000","$15,000",12.99%,1.00%,"January 26, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$4,167 / month",6.07%,1 year ,841xx,N/a,N/a,N/a,Manager,N/a,670-674,0,04/2004,$0.00,4,0,5,n/a,"$7,551.00",0,85.80%,n/a,1
40107233,"$30,000","$30,000",9.49%,1.00%,"January 27, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$20,833 / month",19.79%,< 1 year ,210xx,N/a,N/a,N/a,Physician,N/a,675-679,0,04/1993,$0.00,20,1,50,9,"$37,509.00",0,57.40%,n/a,1
40107277,"$9,600","$9,600",11.99%,1.00%,"January 27, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$6,333 / month",14.38%,3 years ,210xx,N/a,N/a,N/a,COTA,N/a,670-674,0,08/2002,$0.00,11,1,18,20,"$9,126.00",0,82.20%,n/a,1
40107418,"$31,175","$31,175",21.99%,1.00%,"January 27, 2015","February 7, 2020","February 7, 2020",$0,RENT,"$12,917 / month",16.48%,4 years ,330xx,N/a,N/a,N/a,CFO,N/a,685-689,0,11/1977,$0.00,10,1,15,76,"$12,236.00",1,65.00%,56,1
40107547,"$12,000","$12,000",8.19%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$3,000 / month",21.17%,10+ years ,142xx,N/a,N/a,N/a,Administrative Assistant,N/a,735-739,0,04/2002,$0.00,13,0,33,n/a,"$9,290.00",0,24.60%,n/a,0
40107722,"$16,000","$16,000",14.99%,1.00%,"January 27, 2015","February 8, 2020","February 8, 2020",$0,MORTGAGE,"$4,250 / month",17.55%,10+ years ,802xx,N/a,N/a,N/a,Senior Accounting Associates,N/a,725-729,0,01/1988,$0.00,15,0,25,n/a,"$9,346.00",0,57.00%,n/a,1
40107728,"$20,950","$20,950",24.99%,1.00%,"January 27, 2015","February 8, 2020","February 8, 2020",$0,MORTGAGE,"$3,500 / month",21.69%,< 1 year ,186xx,N/a,N/a,N/a,Warehouse Lead,N/a,665-669,0,09/2005,$0.00,10,0,27,n/a,"$11,741.00",0,33.50%,n/a,3
40107729,"$10,625","$10,625",15.59%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$5,042 / month",24.84%,2 years ,851xx,N/a,N/a,N/a,Loan Doc Specialist 6,N/a,660-664,0,12/1998,$0.00,10,0,30,n/a,"$11,114.00",1,55.00%,47,0
40107734,"$18,000","$18,000",8.67%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,OWN,"$6,013 / month",6.35%,10+ years ,200xx,N/a,N/a,N/a,RESOURCE SPECIAL EDUCATION TEACHER,N/a,665-669,0,04/2001,$0.00,4,0,10,25,"$10,301.00",0,47.00%,n/a,0
40107762,"$25,000","$25,000",11.44%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$7,583 / month",18.65%,10+ years ,890xx,N/a,N/a,N/a,Middle School Assistant Principal,N/a,680-684,0,09/1976,$0.00,18,0,34,42,"$30,870.00",0,58.60%,n/a,1
40107782,"$4,800","$4,800",12.99%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$5,000 / month",18.82%,7 years ,891xx,N/a,N/a,N/a,Radiology technologists,N/a,670-674,0,06/2004,$0.00,11,2,18,13,"$7,151.00",0,94.10%,n/a,0
40127279,"$10,000","$10,000",13.66%,1.00%,"January 27, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$2,583 / month",12.93%,7 years ,723xx,N/a,N/a,N/a,Retail Manager,N/a,665-669,0,08/2006,$0.00,4,0,6,n/a,"$11,702.00",0,100.00%,n/a,0
40127396,"$7,000","$7,000",14.31%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$1,667 / month",22.33%,n/a,726xx,N/a,N/a,N/a,n/a,N/a,660-664,0,03/1994,$0.00,12,1,16,11,"$6,556.00",1,64.90%,71,2
40127410,"$2,800","$2,800",16.49%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$4,833 / month",29.26%,10+ years ,740xx,N/a,N/a,N/a,PHARMACY TECH,N/a,680-684,0,02/2002,$0.00,26,0,49,70,"$13,306.00",2,46.20%,59,1
40127430,"$11,925","$11,925",15.99%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$5,417 / month",11.26%,2 years ,925xx,N/a,N/a,N/a,Clinical IT Analyst,N/a,695-699,0,08/1988,$0.00,12,0,13,n/a,"$7,117.00",0,71.90%,n/a,0
40127453,"$13,000","$13,000",12.39%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,OWN,"$7,667 / month",17.84%,4 years ,800xx,N/a,N/a,N/a,Director of Broadcast IT,N/a,675-679,0,09/2001,$0.00,11,0,15,n/a,"$9,523.00",0,69.50%,n/a,0
40127607,"$19,200","$19,200",11.44%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$7,417 / month",29.82%,10+ years ,301xx,N/a,N/a,N/a,DIRECTOR,N/a,715-719,0,11/2003,$0.00,14,0,34,n/a,"$29,524.00",0,70.60%,n/a,0
40127617,"$14,300","$14,300",16.49%,1.00%,"January 27, 2015","February 8, 2020","February 8, 2020",$0,MORTGAGE,"$6,833 / month",34.27%,10+ years ,483xx,N/a,N/a,N/a,Insurance adjuster,N/a,675-679,0,02/1991,$0.00,11,1,27,23,"$7,141.00",0,97.80%,n/a,0
40127630,"$10,725","$10,725",22.99%,1.00%,"January 27, 2015","February 8, 2020","February 8, 2020",$0,MORTGAGE,"$2,917 / month",38.34%,6 years ,357xx,N/a,N/a,N/a,Human Resources Specialist,N/a,660-664,0,12/1996,$0.00,14,0,31,81,"$7,710.00",1,70.70%,70,2
40127682,"$15,000","$15,000",9.49%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$5,000 / month",4.48%,4 years ,935xx,N/a,N/a,N/a,plumbing technician  ,N/a,715-719,0,07/2005,$0.00,6,0,21,n/a,"$11,078.00",0,52.30%,n/a,2
40127747,"$14,000","$14,000",11.44%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,OWN,"$5,836 / month",16.55%,1 year ,494xx,N/a,N/a,N/a,Materials Science Process Engineer,N/a,685-689,0,05/2008,$0.00,17,0,33,n/a,"$9,285.00",0,32.80%,n/a,2
40127768,"$15,000","$15,000",14.99%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$7,083 / month",17.70%,1 year ,770xx,N/a,N/a,N/a,funder,N/a,690-694,0,08/2000,$0.00,15,0,22,53,"$7,631.00",0,43.40%,n/a,2
40127834,"$9,600","$9,600",11.99%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$4,000 / month",19.73%,10+ years ,211xx,N/a,N/a,N/a,Supervisor,N/a,665-669,0,07/1996,$0.00,14,1,36,9,"$14,236.00",0,55.40%,n/a,0
40128161,"$13,550","$13,550",15.99%,1.00%,"January 27, 2015","February 9, 2018","February 9, 2020",$0,OWN,"$3,750 / month",16.85%,5 years ,483xx,N/a,N/a,N/a,manager,N/a,670-674,0,02/2007,$0.00,8,0,14,81,"$8,024.00",0,72.30%,n/a,0
40137172,"$14,400","$14,400",13.66%,1.00%,"January 26, 2015","February 6, 2018","February 6, 2020",$0,MORTGAGE,"$6,833 / month",34.41%,10+ years ,601xx,N/a,N/a,N/a,Special Education Teacher,N/a,665-669,0,08/1999,$0.00,20,0,34,27,"$19,540.00",0,74.00%,n/a,2
40137341,"$15,000","$15,000",15.59%,1.00%,"January 27, 2015","February 7, 2020","February 7, 2020",$0,MORTGAGE,"$3,833 / month",17.24%,2 years ,547xx,N/a,N/a,N/a,Developer,N/a,675-679,0,05/2000,$0.00,8,0,37,25,"$9,288.00",0,76.80%,n/a,1
40137380,"$20,000","$20,000",14.99%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,OWN,"$8,667 / month",12.16%,10+ years ,919xx,N/a,N/a,N/a,analyst,N/a,680-684,0,12/1983,$0.00,13,1,52,n/a,"$8,747.00",1,20.00%,68,2
40137416,"$7,000","$7,000",11.99%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$4,375 / month",13.19%,4 years ,442xx,N/a,N/a,N/a,Driver,N/a,660-664,0,09/2005,$0.00,11,0,25,27,"$3,103.00",0,37.80%,n/a,0
40137464,"$5,000","$5,000",13.66%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$5,000 / month",14.16%,10+ years ,921xx,N/a,N/a,N/a,Letter Carrier,N/a,670-674,0,12/2004,$0.00,4,0,11,n/a,"$1,926.00",0,96.30%,n/a,0
40137520,"$8,000","$8,000",21.99%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$2,250 / month",36.18%,3 years ,201xx,N/a,N/a,N/a,Reciever,N/a,675-679,0,05/2003,$0.00,8,0,19,n/a,"$10,209.00",0,72.90%,n/a,1
40137794,"$12,000","$12,000",9.49%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$4,667 / month",36.55%,10+ years ,321xx,N/a,N/a,N/a,Firefighter,N/a,660-664,0,12/1997,$0.00,25,0,42,34,"$20,627.00",0,50.10%,n/a,0
40147119,"$18,000","$18,000",15.59%,1.00%,"January 26, 2015","February 6, 2020","February 6, 2020",$0,OWN,"$8,583 / month",6.28%,10+ years ,275xx,N/a,N/a,N/a,Market Manager,N/a,660-664,0,04/1990,$0.00,4,1,36,4,"$2,597.00",0,44.80%,n/a,0
40147123,"$20,950","$20,950",18.54%,1.00%,"January 26, 2015","February 6, 2018","February 6, 2020",$0,OWN,"$3,801 / month",28.18%,2 years ,701xx,N/a,N/a,N/a,Network Administrator,N/a,705-709,0,09/2003,$0.00,10,0,19,42,"$9,386.00",1,57.20%,62,0
40147230,"$6,325","$6,325",11.44%,1.00%,"January 27, 2015","February 6, 2018","February 6, 2020",$0,MORTGAGE,"$3,750 / month",10.77%,7 years ,928xx,N/a,N/a,N/a,Supervising Accountant,N/a,690-694,0,11/1998,$0.00,9,1,24,13,"$7,058.00",0,72.80%,n/a,1
40147284,"$14,000","$14,000",17.14%,1.00%,"January 27, 2015","February 7, 2020","February 7, 2020",$0,RENT,"$2,917 / month",10.77%,5 years ,330xx,N/a,N/a,N/a,operator,N/a,685-689,0,11/2010,$0.00,9,0,10,n/a,"$9,400.00",0,43.30%,n/a,0
40147341,"$13,150","$13,150",18.54%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$3,333 / month",31.69%,1 year ,853xx,N/a,N/a,N/a,Pharmacy technician ,N/a,665-669,0,04/2006,$0.00,12,0,18,n/a,"$18,214.00",0,61.70%,n/a,2
40147410,"$25,000","$25,000",18.54%,1.00%,"January 27, 2015","February 7, 2020","February 7, 2020",$0,MORTGAGE,"$17,417 / month",10.32%,10+ years ,117xx,N/a,N/a,N/a,Chief Transportation Officer,N/a,720-724,0,07/1990,$0.00,8,0,27,58,"$21,539.00",0,85.50%,n/a,2
40147568,"$20,000","$20,000",12.99%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$8,000 / month",33.88%,10+ years ,622xx,N/a,N/a,N/a,Maintenance Technician,N/a,690-694,0,11/2000,$0.00,16,0,64,n/a,"$20,170.00",0,60.00%,n/a,1
40147626,"$18,000","$18,000",18.54%,1.00%,"January 27, 2015","February 8, 2020","February 8, 2020",$0,MORTGAGE,"$11,583 / month",21.45%,10+ years ,320xx,N/a,N/a,N/a,Strategic Manager ,N/a,660-664,0,10/1995,$0.00,16,1,36,19,"$66,999.00",0,70.00%,n/a,4
