Date,Series of Member Payment Dependent Notes,Maximum aggregate principal amount offered,Stated interest rate,Service Charge,Initial maturity,Final maturity,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months,Months Since Last Major Derogatory
"February 6, 2015",40454424,"$14,400",13.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$9,368 / month",13.41%,9 years ,300xx,N/a,N/a,N/a,Territorial Manager,N/a,670-674,0,09/1993,$0.00,15,4,32,4,"$11,260.00",0,46.90%,n/a,0,n/a
"February 6, 2015",40470950,"$20,000",9.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$9,583 / month",5.03%,< 1 year ,104xx,N/a,N/a,N/a,Head of Helpdesk,N/a,755-759,0,10/2003,$0.00,12,2,34,9,$0.00,0,0.00%,n/a,1,n/a
"February 6, 2015",40472549,"$5,175",12.69%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,167 / month",31.43%,3 years ,850xx,N/a,N/a,N/a,Store Manager,N/a,660-664,0,05/1991,$0.00,5,0,37,56,"$6,747.00",1,73.30%,38,0,56
"February 6, 2015",40483464,"$17,475",16.55%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$11,333 / month",9.41%,9 years ,958xx,N/a,N/a,N/a,owner,N/a,670-674,0,03/2001,$0.00,11,0,36,73,"$6,119.00",3,42.50%,51,0,73
"February 6, 2015",40483621,"$15,400",18.25%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,750 / month",21.02%,8 years ,604xx,N/a,N/a,N/a,Paralegal Specialist,N/a,660-664,0,01/1984,$0.00,14,1,31,21,"$10,801.00",1,50.20%,88,1,21
"February 6, 2015",40483622,"$32,225",23.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,917 / month",17.51%,1 year ,928xx,N/a,N/a,N/a,OWNER,N/a,730-734,0,12/1990,$0.00,10,0,17,n/a,"$20,966.00",0,46.10%,n/a,3,n/a
"February 6, 2015",40502055,"$17,225",18.84%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,125 / month",35.71%,< 1 year ,900xx,N/a,N/a,N/a,Office Manager,N/a,710-714,0,04/1998,$0.00,7,0,17,n/a,"$49,411.00",0,82.20%,n/a,1,n/a
"February 6, 2015",40502424,"$18,275",24.50%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,240 / month",31.11%,1 year ,631xx,N/a,N/a,N/a,Legal Assistant,N/a,665-669,0,09/1992,$0.00,15,5,22,21,"$22,021.00",0,82.50%,n/a,3,n/a
"February 6, 2015",40512155,"$6,000",12.69%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,750 / month",22.44%,2 years ,956xx,N/a,N/a,N/a,Research Analyst,N/a,705-709,0,08/1992,$0.00,6,0,23,25,"$6,075.00",0,19.40%,n/a,2,n/a
"February 6, 2015",40532040,"$9,325",16.55%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",11.56%,4 years ,378xx,N/a,N/a,N/a,merchant,N/a,710-714,0,11/2002,$0.00,8,0,27,47,"$3,222.00",0,32.90%,n/a,0,47
"February 6, 2015",40532212,"$7,025",15.61%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,583 / month",22.66%,5 years ,100xx,N/a,N/a,N/a,Assistant General Manager ,N/a,705-709,0,01/1996,$0.00,12,0,17,n/a,"$6,928.00",0,12.00%,n/a,0,n/a
"February 6, 2015",40541186,"$25,000",10.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$7,500 / month",10.45%,10+ years ,282xx,N/a,N/a,N/a,Driver,N/a,670-674,0,04/1992,$0.00,13,2,36,16,"$59,659.00",0,76.40%,n/a,0,16
"February 6, 2015",40552308,"$12,000",6.92%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,333 / month",12.83%,4 years ,982xx,N/a,N/a,N/a,Owner,N/a,695-699,0,04/2002,$0.00,5,1,9,7,"$14,378.00",0,30.20%,n/a,0,n/a
"February 6, 2015",40552736,"$19,875",15.61%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,583 / month",28.34%,10+ years ,212xx,N/a,N/a,N/a,forklift driver,N/a,690-694,0,12/2001,$0.00,5,0,17,51,"$5,120.00",0,69.20%,n/a,0,51
"February 6, 2015",40572544,"$6,000",9.17%,1.00%,Three years after issuance,Five years after issuance,OWN,"$3,917 / month",2.15%,10+ years ,282xx,N/a,N/a,N/a,Implementation Associate,N/a,695-699,0,09/1999,$0.00,7,0,27,82,"$2,410.00",0,57.40%,n/a,0,n/a
"February 6, 2015",40582946,"$15,000",7.89%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,250 / month",12.54%,4 years ,179xx,N/a,N/a,N/a,PT,N/a,715-719,0,09/2010,$0.00,10,0,13,n/a,"$8,407.00",0,45.90%,n/a,1,n/a
"February 6, 2015",40593044,"$35,000",22.99%,1.00%,Five years after issuance,Five years after issuance,OWN,"$10,417 / month",10.33%,10+ years ,851xx,N/a,N/a,N/a,Supervisor,N/a,700-704,0,02/2003,$0.00,12,0,27,52,"$52,644.00",0,59.60%,n/a,3,52
"February 6, 2015",40593128,"$14,400",12.69%,1.00%,Five years after issuance,Five years after issuance,OWN,"$6,667 / month",24.24%,10+ years ,240xx,N/a,N/a,N/a,Dental assistant,N/a,705-709,0,02/2002,$0.00,10,0,28,n/a,"$20,755.00",0,52.30%,n/a,1,n/a
"February 6, 2015",40593430,"$3,200",16.55%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$2,167 / month",37.58%,10+ years ,130xx,N/a,N/a,N/a,manager,N/a,735-739,0,04/2001,$0.00,10,0,24,n/a,"$22,288.00",0,62.10%,n/a,0,n/a
"February 6, 2015",40593445,"$24,000",11.53%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",20.76%,5 years ,640xx,N/a,N/a,N/a,Senior Estimator / Project Manager,N/a,700-704,0,02/1985,$0.00,17,0,40,55,"$15,358.00",0,34.50%,n/a,0,57
"February 6, 2015",40634620,"$30,000",6.92%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$36,667 / month",6.94%,6 years ,020xx,N/a,N/a,N/a,Director Investments,N/a,730-734,0,04/1991,$0.00,14,0,26,n/a,"$47,273.00",0,59.20%,n/a,0,n/a
"February 6, 2015",40634633,"$14,375",15.61%,1.00%,Three years after issuance,Five years after issuance,OWN,"$3,333 / month",13.32%,10+ years ,485xx,N/a,N/a,N/a,Owner,N/a,680-684,0,08/2010,$0.00,8,0,9,27,"$4,723.00",0,42.50%,n/a,1,27
"February 6, 2015",40634656,"$20,000",6.68%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,250 / month",13.77%,9 years ,331xx,N/a,N/a,N/a,facialist,N/a,685-689,0,10/1998,$0.00,8,0,14,n/a,"$21,138.00",1,34.10%,50,0,n/a
"February 6, 2015",40634672,"$6,400",5.93%,1.00%,Three years after issuance,Five years after issuance,OWN,"$7,198 / month",5.63%,8 years ,130xx,N/a,N/a,N/a,Risk Specialist,N/a,805-809,0,03/1989,$0.00,11,0,41,42,"$1,090.00",0,2.60%,n/a,1,n/a
"February 6, 2015",40634678,"$19,200",13.33%,1.00%,Three years after issuance,Five years after issuance,OWN,"$4,667 / month",20.23%,10+ years ,331xx,N/a,N/a,N/a,Accouting,N/a,690-694,0,04/1983,$0.00,13,0,35,n/a,"$12,462.00",1,55.00%,70,1,67
"February 6, 2015",40634684,"$30,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,833 / month",15.74%,10+ years ,711xx,N/a,N/a,N/a,Prepress assistant,N/a,680-684,0,11/2000,$0.00,16,0,27,n/a,"$33,429.00",0,41.20%,n/a,0,n/a
"February 6, 2015",40644429,"$28,500",17.57%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,417 / month",27.23%,10+ years ,330xx,N/a,N/a,N/a,senior paralegal,N/a,660-664,0,02/2000,$0.00,32,0,72,n/a,"$37,794.00",0,50.50%,n/a,0,n/a
"February 6, 2015",40644451,"$20,000",17.57%,1.00%,Three years after issuance,Five years after issuance,OWN,"$5,833 / month",3.19%,5 years ,330xx,N/a,N/a,N/a,customer service,N/a,660-664,0,02/2011,$0.00,4,0,4,n/a,"$7,112.00",0,85.70%,n/a,0,n/a
"February 6, 2015",40644472,"$3,775",10.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$1,583 / month",10.61%,4 years ,925xx,N/a,N/a,N/a,"Manager, Server",N/a,675-679,0,01/2001,$0.00,22,0,43,49,"$4,540.00",0,42.80%,n/a,0,n/a
"February 6, 2015",40644482,"$18,000",10.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,583 / month",3.89%,3 years ,850xx,N/a,N/a,N/a,Manager,N/a,675-679,0,01/1991,$0.00,10,0,18,31,"$9,508.00",0,63.80%,n/a,0,n/a
"February 6, 2015",40654294,"$14,000",16.55%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",31.73%,5 years ,480xx,N/a,N/a,N/a,Registered Nurse,N/a,665-669,0,04/1994,$0.00,20,0,57,n/a,"$9,341.00",1,34.10%,50,1,n/a
"February 6, 2015",40654445,"$16,500",10.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,500 / month",21.07%,4 years ,629xx,N/a,N/a,N/a,manager,N/a,745-749,0,11/2003,$0.00,14,0,37,n/a,"$13,741.00",0,19.40%,n/a,0,n/a
"February 6, 2015",40654454,"$16,000",11.53%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,250 / month",32.57%,10+ years ,619xx,N/a,N/a,N/a,TECHNITIAN,N/a,720-724,0,06/2003,$0.00,16,0,45,n/a,"$18,732.00",0,44.00%,n/a,0,n/a
"February 6, 2015",40654464,"$29,975",17.86%,1.00%,Five years after issuance,Five years after issuance,OWN,"$5,000 / month",33.43%,6 years ,394xx,N/a,N/a,N/a,RN,N/a,720-724,0,12/1999,$0.00,17,1,34,7,"$7,425.00",0,16.50%,n/a,1,n/a
"February 6, 2015",40654467,"$20,000",9.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,583 / month",28.13%,4 years ,606xx,N/a,N/a,N/a,Truck owner Operator,N/a,690-694,0,04/2004,$0.00,13,0,45,n/a,"$29,020.00",0,59.30%,n/a,3,n/a
"February 6, 2015",40654468,"$7,750",12.29%,1.00%,Three years after issuance,Five years after issuance,OWN,"$2,750 / month",2.78%,6 years ,905xx,N/a,N/a,N/a,Security Officer,N/a,785-789,0,02/2009,$0.00,8,0,10,n/a,"$1,253.00",0,7.40%,n/a,0,n/a
"February 6, 2015",40654501,"$35,000",15.61%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,833 / month",10.07%,10+ years ,431xx,N/a,N/a,N/a,Security manager,N/a,680-684,0,05/2002,$0.00,10,0,15,n/a,"$27,437.00",0,97.30%,n/a,0,n/a
"February 6, 2015",40664341,"$10,000",13.33%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,417 / month",8.64%,10+ years ,968xx,N/a,N/a,N/a,Member Sole,N/a,660-664,0,10/1994,$0.00,3,0,5,n/a,"$4,379.00",4,57.60%,9,1,n/a
"February 6, 2015",40664619,"$12,000",16.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$2,500 / month",30.64%,6 years ,604xx,N/a,N/a,N/a,Front Office Coordinator,N/a,665-669,0,03/2001,$0.00,9,0,15,27,"$15,206.00",0,80.50%,n/a,0,n/a
"February 6, 2015",40664620,"$15,000",13.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,625 / month",29.08%,1 year ,286xx,N/a,N/a,N/a,Resource Manager,N/a,710-714,0,04/1999,$0.00,20,0,28,n/a,"$12,833.00",0,26.70%,n/a,1,n/a
"February 6, 2015",40664624,"$7,200",13.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,667 / month",5.02%,n/a,774xx,N/a,N/a,N/a,n/a,N/a,665-669,0,03/2010,$0.00,8,0,10,39,"$3,322.00",0,56.30%,n/a,3,39
"February 6, 2015",40664637,"$12,000",12.69%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,750 / month",37.15%,3 years ,971xx,N/a,N/a,N/a,Operations manager,N/a,665-669,0,05/2005,$0.00,16,0,23,n/a,"$24,460.00",0,83.50%,n/a,0,n/a
"February 6, 2015",40664641,"$6,000",12.69%,1.00%,Three years after issuance,Five years after issuance,OWN,"$2,083 / month",16.66%,5 years ,088xx,N/a,N/a,N/a,Aquatic Director,N/a,675-679,0,10/2009,$0.00,5,0,5,n/a,"$6,163.00",0,93.40%,n/a,1,n/a
"February 6, 2015",40664643,"$10,000",9.17%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",4.16%,< 1 year ,100xx,N/a,N/a,N/a,Sous Chef,N/a,675-679,0,12/2010,$0.00,6,0,9,n/a,"$7,693.00",0,61.50%,n/a,0,n/a
"February 6, 2015",40664650,"$35,000",8.18%,1.00%,Three years after issuance,Five years after issuance,OWN,"$11,333 / month",2.23%,10+ years ,372xx,N/a,N/a,N/a,OWNER,N/a,800-804,0,12/1982,$0.00,10,0,30,n/a,"$20,026.00",0,25.80%,n/a,1,n/a
"February 6, 2015",40664658,"$6,400",12.69%,1.00%,Three years after issuance,Five years after issuance,OWN,"$6,250 / month",11.23%,5 years ,797xx,N/a,N/a,N/a,Drill Out Consultant,N/a,665-669,0,10/1999,$0.00,7,0,72,28,"$3,522.00",0,43.00%,n/a,2,28
"February 6, 2015",40664676,"$4,000",9.17%,1.00%,Three years after issuance,Five years after issuance,RENT,"$8,167 / month",16.78%,9 years ,950xx,N/a,N/a,N/a,Teacher,N/a,680-684,0,01/1983,$0.00,13,1,23,18,"$23,184.00",0,78.60%,n/a,0,51
"February 6, 2015",40664694,"$24,000",10.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$11,250 / month",13.40%,7 years ,483xx,N/a,N/a,N/a,Development Agent,N/a,670-674,0,02/1980,$0.00,12,0,32,66,"$31,159.00",0,40.80%,n/a,0,66
"February 6, 2015",40664713,"$12,000",21.67%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,000 / month",27.45%,3 years ,378xx,N/a,N/a,N/a,A -TECH,N/a,665-669,0,01/2005,$0.00,9,0,25,52,"$11,164.00",0,63.80%,n/a,0,52
"February 6, 2015",40674317,"$9,000",11.53%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,583 / month",17.32%,4 years ,891xx,N/a,N/a,N/a,Lighting Director,N/a,675-679,0,03/1996,$0.00,10,0,24,59,"$15,361.00",0,51.90%,n/a,1,59
"February 6, 2015",40674449,"$12,000",13.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,167 / month",20.26%,10+ years ,278xx,N/a,N/a,N/a,Director of Administration,N/a,690-694,0,02/1999,$0.00,7,0,32,n/a,"$17,598.00",0,62.60%,n/a,1,n/a
"February 6, 2015",40674551,"$35,000",9.17%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,000 / month",25.39%,2 years ,300xx,N/a,N/a,N/a,Senior Business Manager IT,N/a,695-699,0,05/1990,$0.00,19,0,46,32,"$47,407.00",0,5.00%,n/a,1,33
"February 6, 2015",40674553,"$10,000",14.65%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,917 / month",6.09%,2 years ,024xx,N/a,N/a,N/a,Quality Manager,N/a,715-719,0,12/2006,$0.00,3,0,7,n/a,"$4,933.00",0,98.70%,n/a,0,n/a
"February 6, 2015",40684501,"$15,975",16.99%,1.00%,Three years after issuance,Five years after issuance,OWN,"$3,333 / month",11.22%,1 year ,791xx,N/a,N/a,N/a,maintenance and on frying and preparing ,N/a,675-679,0,11/2011,$0.00,10,1,11,13,"$9,566.00",0,55.00%,n/a,3,n/a
"February 6, 2015",40684507,"$3,500",10.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,583 / month",20.96%,8 years ,112xx,N/a,N/a,N/a,Cost Analyst ,N/a,745-749,0,10/2002,$0.00,5,0,7,n/a,"$2,711.00",0,21.50%,n/a,0,n/a
"February 6, 2015",40684510,"$6,500",6.39%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,417 / month",11.22%,10+ years ,824xx,N/a,N/a,N/a,Projects Supervisor,N/a,775-779,0,03/1979,$0.00,6,0,51,n/a,"$11,914.00",0,24.60%,n/a,0,n/a
"February 6, 2015",40684526,"$10,400",12.29%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,314 / month",17.57%,10+ years ,718xx,N/a,N/a,N/a,Clerical,N/a,665-669,0,03/1999,$0.00,13,0,18,n/a,"$9,556.00",0,39.10%,n/a,1,n/a
"February 6, 2015",40684531,"$5,000",5.93%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$9,583 / month",3.90%,< 1 year ,245xx,N/a,N/a,N/a,Sr. Robotic Research Engineer,N/a,790-794,0,10/1997,$0.00,12,0,32,n/a,"$8,390.00",0,10.70%,n/a,1,n/a
"February 6, 2015",40684558,"$13,475",13.33%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,333 / month",25.51%,10+ years ,357xx,N/a,N/a,N/a,Correctional Officer,N/a,720-724,0,06/1987,$0.00,15,0,31,n/a,"$15,402.00",0,32.70%,n/a,1,n/a
"February 6, 2015",40684580,"$8,000",13.33%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,500 / month",17.60%,10+ years ,761xx,N/a,N/a,N/a,Pharmacy Technician,N/a,660-664,0,05/2003,$0.00,5,0,9,73,"$2,373.00",0,94.90%,n/a,1,73
"February 6, 2015",40684582,"$16,000",14.65%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",20.64%,< 1 year ,064xx,N/a,N/a,N/a,Attorney,N/a,665-669,0,01/2007,$0.00,35,0,50,n/a,"$21,913.00",0,49.80%,n/a,0,n/a
"February 6, 2015",40684584,"$5,550",12.69%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,250 / month",13.36%,10+ years ,951xx,N/a,N/a,N/a,Teacher,N/a,660-664,0,10/2003,$0.00,16,3,45,9,"$5,456.00",0,44.00%,n/a,3,9
"February 6, 2015",40684597,"$6,200",10.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,250 / month",16.70%,2 years ,626xx,N/a,N/a,N/a,Patrol Officer,N/a,690-694,0,08/2004,$0.00,14,0,25,29,"$8,126.00",3,72.60%,56,1,n/a
"February 6, 2015",40684613,"$5,000",15.61%,1.00%,Three years after issuance,Five years after issuance,OWN,"$2,583 / month",17.32%,8 years ,770xx,N/a,N/a,N/a,Carpenter ,N/a,665-669,0,11/2011,$0.00,14,0,17,n/a,"$10,371.00",0,39.00%,n/a,4,n/a
"February 6, 2015",40684617,"$2,400",6.68%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$2,917 / month",2.43%,4 years ,113xx,N/a,N/a,N/a,doorman,N/a,805-809,0,03/1994,$0.00,11,0,28,n/a,"$5,978.00",0,9.80%,n/a,0,n/a
"February 6, 2015",40684630,"$8,400",8.18%,1.00%,Three years after issuance,Five years after issuance,OWN,"$6,250 / month",13.82%,4 years ,706xx,N/a,N/a,N/a,Storage Administrator,N/a,690-694,0,04/2005,$0.00,8,0,15,n/a,"$8,338.00",0,53.80%,n/a,0,n/a
"February 6, 2015",40684643,"$4,800",5.93%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,833 / month",17.62%,2 years ,900xx,N/a,N/a,N/a,Clinical Supervisor,N/a,815-819,0,03/2001,$0.00,7,0,18,n/a,"$5,153.00",0,19.80%,n/a,1,n/a
"February 6, 2015",40684668,"$35,000",12.29%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,333 / month",7.83%,8 years ,201xx,N/a,N/a,N/a,Registered Nurse,N/a,685-689,0,07/1997,$0.00,10,1,30,19,"$13,440.00",1,70.40%,78,1,74
"February 6, 2015",40684685,"$18,000",13.99%,1.00%,Five years after issuance,Five years after issuance,OWN,"$6,250 / month",19.28%,7 years ,483xx,N/a,N/a,N/a,Nail tech,N/a,675-679,0,08/1995,$0.00,14,0,27,64,"$23,442.00",0,30.60%,n/a,0,64
"February 6, 2015",40684686,"$10,000",12.69%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,917 / month",12.14%,1 year ,112xx,N/a,N/a,N/a,maintenance porter,N/a,685-689,0,11/1993,$0.00,9,0,10,n/a,"$10,691.00",0,56.90%,n/a,0,n/a
"February 6, 2015",40684711,"$25,000",17.57%,1.00%,Three years after issuance,Five years after issuance,RENT,"$7,083 / month",14.23%,4 years ,900xx,N/a,N/a,N/a,general administrator,N/a,715-719,0,06/1995,$0.00,9,0,27,55,"$19,490.00",0,70.10%,n/a,1,55
"February 6, 2015",40684715,"$8,000",8.18%,1.00%,Three years after issuance,Five years after issuance,OWN,"$11,400 / month",10.38%,10+ years ,775xx,N/a,N/a,N/a,CO-OWNER,N/a,675-679,0,09/1996,$0.00,9,0,21,n/a,"$25,064.00",0,37.90%,n/a,1,n/a
"February 6, 2015",40684722,"$14,500",17.57%,1.00%,Five years after issuance,Five years after issuance,OWN,"$3,750 / month",30.05%,1 year ,331xx,N/a,N/a,N/a,Merchandiser,N/a,685-689,0,06/2005,$0.00,15,0,28,76,"$19,014.00",0,42.90%,n/a,0,n/a
"February 6, 2015",40684723,"$11,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$12,917 / month",11.13%,10+ years ,109xx,N/a,N/a,N/a,Planner,N/a,675-679,0,06/1992,$0.00,13,4,35,22,"$42,842.00",1,42.30%,59,0,22
"February 6, 2015",40684737,"$13,300",16.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,773 / month",26.47%,< 1 year ,801xx,N/a,N/a,N/a,Medical Assistant,N/a,675-679,0,01/2006,$0.00,10,2,20,9,"$13,817.00",0,66.40%,n/a,1,n/a
"February 6, 2015",40684741,"$6,250",11.53%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,667 / month",2.51%,n/a,606xx,N/a,N/a,N/a,n/a,N/a,665-669,0,10/1999,$0.00,7,0,30,51,"$1,592.00",2,13.30%,34,0,51
"February 6, 2015",40694163,"$15,950",25.89%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,167 / month",10.39%,1 year ,606xx,N/a,N/a,N/a,Internet Marketing Consultant,N/a,735-739,0,03/1968,$0.00,8,0,13,n/a,"$2,976.00",0,85.00%,n/a,0,n/a
"February 6, 2015",40694230,"$16,800",12.69%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$8,292 / month",22.72%,7 years ,373xx,N/a,N/a,N/a,Business Manager,N/a,700-704,0,02/1994,$0.00,8,0,23,n/a,"$9,671.00",0,52.30%,n/a,0,n/a
"February 6, 2015",40694655,"$21,000",13.33%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$15,417 / month",10.76%,10+ years ,305xx,N/a,N/a,N/a,VP of Sales,N/a,680-684,0,12/2001,$0.00,18,0,42,42,"$54,188.00",0,81.40%,n/a,0,42
"February 6, 2015",40694656,"$15,600",5.93%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,417 / month",12.78%,10+ years ,953xx,N/a,N/a,N/a,owner,N/a,765-769,0,08/1981,$0.00,12,0,27,43,"$12,994.00",0,19.20%,n/a,0,n/a
"February 6, 2015",40694683,"$24,000",13.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$7,500 / month",22.24%,7 years ,805xx,N/a,N/a,N/a,Regional Manager,N/a,685-689,0,09/1997,$0.00,16,0,38,30,"$30,706.00",0,39.50%,n/a,2,38
"February 6, 2015",40694687,"$14,725",15.61%,1.00%,Five years after issuance,Five years after issuance,OWN,"$5,833 / month",14.29%,1 year ,018xx,N/a,N/a,N/a,Sr tech,N/a,780-784,0,09/2006,$0.00,15,0,18,n/a,"$4,235.00",0,14.60%,n/a,0,n/a
"February 6, 2015",40705181,"$12,000",14.65%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,500 / month",25.36%,< 1 year ,070xx,N/a,N/a,N/a,Editorial Assistant,N/a,670-674,0,08/2006,$0.00,19,0,31,n/a,"$21,166.00",0,87.50%,n/a,1,n/a
"February 6, 2015",40705406,"$4,000",12.69%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,083 / month",20.55%,< 1 year ,060xx,N/a,N/a,N/a,Materials Planner,N/a,695-699,0,09/2010,$0.00,15,0,18,n/a,"$6,918.00",0,44.10%,n/a,2,n/a
"February 6, 2015",40705471,"$16,300",19.52%,1.00%,Five years after issuance,Five years after issuance,OWN,"$3,777 / month",8.21%,4 years ,554xx,N/a,N/a,N/a,Supervisor,N/a,660-664,0,03/2004,$0.00,14,0,19,54,"$6,643.00",1,39.80%,28,0,54
"February 6, 2015",40705478,"$10,000",9.17%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,417 / month",11.23%,1 year ,106xx,N/a,N/a,N/a,Analyst,N/a,680-684,0,07/2000,$0.00,19,0,35,n/a,"$13,082.00",1,26.20%,58,0,n/a
"February 6, 2015",40705485,"$10,900",14.65%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,750 / month",21.04%,5 years ,853xx,N/a,N/a,N/a,chauffeur,N/a,665-669,0,06/2005,$0.00,8,1,17,14,"$9,502.00",0,53.10%,n/a,1,n/a
"February 6, 2015",40705495,"$10,000",11.53%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,667 / month",10.83%,10+ years ,021xx,N/a,N/a,N/a,hairstylist,N/a,665-669,0,11/2009,$0.00,8,0,8,n/a,"$10,054.00",0,51.30%,n/a,1,n/a
"February 6, 2015",40705510,"$19,975",13.33%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,167 / month",15.75%,10+ years ,783xx,N/a,N/a,N/a,teacher,N/a,665-669,0,03/1999,$0.00,6,0,14,44,"$23,482.00",0,90.70%,n/a,0,44
"February 6, 2015",40705531,"$25,000",14.65%,1.00%,Five years after issuance,Five years after issuance,RENT,"$9,667 / month",9.33%,6 years ,926xx,N/a,N/a,N/a,RN Credentialing Program Specialist,N/a,700-704,0,06/1988,$0.00,11,1,37,43,"$25,389.00",0,59.00%,n/a,2,18
"February 6, 2015",40705540,"$9,600",10.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,583 / month",12.93%,10+ years ,014xx,N/a,N/a,N/a,CARPENTER,N/a,660-664,0,02/2002,$0.00,11,1,15,7,"$7,669.00",0,43.80%,n/a,0,63
"February 6, 2015",40715579,"$14,000",17.57%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,083 / month",18.23%,10+ years ,028xx,N/a,N/a,N/a,customer service,N/a,715-719,0,09/2011,$0.00,5,0,8,n/a,$85.00,0,3.50%,n/a,3,n/a
"February 6, 2015",40715634,"$11,200",11.53%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,000 / month",19.73%,1 year ,530xx,N/a,N/a,N/a,Order Services ,N/a,670-674,0,07/1998,$0.00,20,0,58,42,"$5,691.00",1,25.00%,70,3,42
"February 6, 2015",40715635,"$28,000",9.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$10,833 / month",14.42%,3 years ,941xx,N/a,N/a,N/a,Director of Client Servicese,N/a,700-704,0,02/1995,$0.00,12,0,43,n/a,"$47,770.00",0,66.80%,n/a,1,n/a
