Date,Series of Member Payment Dependent Notes,Maximum aggregate principal amount offered,Stated interest rate,Service Charge,Initial maturity,Final maturity,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months,Months Since Last Major Derogatory
"January 7, 2015",38468747,"$35,000",12.39%,1.00%,Five years after issuance,Five years after issuance,RENT,"$9,013 / month",14.45%,< 1 year ,774xx,N/a,N/a,N/a,Drafting Coordinator,N/a,700-704,0,01/2000,$0.00,14,0,25,26,"$28,512.00",0,54.10%,n/a,1,32
"January 7, 2015",38468872,"$18,000",11.44%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$9,583 / month",23.82%,10+ years ,920xx,N/a,N/a,N/a,Officer (CWO3),N/a,680-684,0,04/1999,$0.00,28,0,80,30,"$26,981.00",0,69.70%,n/a,0,30
"January 7, 2015",38468917,"$12,000",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",6.66%,7 years ,333xx,N/a,N/a,N/a,Training Specialist,N/a,675-679,0,08/1999,$0.00,7,0,11,n/a,"$9,861.00",1,65.30%,111,0,n/a
"January 7, 2015",38468922,"$8,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,333 / month",12.39%,4 years ,294xx,N/a,N/a,N/a,Officer,N/a,660-664,0,07/1993,$0.00,9,0,23,n/a,"$15,874.00",2,95.10%,14,0,n/a
"January 7, 2015",38468924,"$18,000",11.44%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,750 / month",14.95%,< 1 year ,730xx,N/a,N/a,N/a,Agent,N/a,660-664,0,12/1993,$0.00,16,5,37,5,"$19,901.00",0,84.70%,n/a,0,22
"January 7, 2015",38468981,"$9,000",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,490 / month",16.41%,4 years ,107xx,N/a,N/a,N/a,DIRECTOR,N/a,660-664,0,11/2004,$0.00,11,0,13,43,"$11,024.00",0,73.00%,n/a,0,n/a
"January 7, 2015",38469009,"$22,000",11.44%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,583 / month",30.44%,10+ years ,303xx,N/a,N/a,N/a,Project Manager ,N/a,670-674,0,06/2000,$0.00,19,1,30,21,"$22,634.00",0,68.80%,n/a,0,n/a
"January 7, 2015",38469011,"$12,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,417 / month",12.41%,10+ years ,301xx,N/a,N/a,N/a,Crew Management,N/a,670-674,0,09/2002,$0.00,3,0,11,72,"$9,544.00",1,92.70%,68,0,n/a
"January 7, 2015",38469042,"$8,000",7.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,550 / month",20.97%,4 years ,217xx,N/a,N/a,N/a,Sales and Business Development,N/a,710-714,0,09/2005,$0.00,15,0,24,24,"$11,308.00",0,29.30%,n/a,0,n/a
"January 7, 2015",38469079,"$21,500",8.19%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,333 / month",16.99%,10+ years ,441xx,N/a,N/a,N/a,Mail Processoe,N/a,730-734,0,10/1982,$0.00,9,1,18,5,"$17,186.00",0,28.60%,n/a,0,5
"January 7, 2015",38469091,"$8,000",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,583 / month",17.48%,10+ years ,339xx,N/a,N/a,N/a,Certified Appraiser,N/a,705-709,0,08/1995,$0.00,11,0,25,37,"$6,683.00",0,30.00%,n/a,0,37
"January 7, 2015",38469137,"$13,300",20.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$2,917 / month",6.96%,n/a,112xx,N/a,N/a,N/a,n/a,N/a,690-694,0,03/2000,$0.00,4,0,10,n/a,"$6,165.00",1,51.00%,12,0,n/a
"January 7, 2015",38469139,"$20,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,000 / month",18.31%,10+ years ,226xx,N/a,N/a,N/a,owner,N/a,670-674,0,07/1995,$0.00,7,4,19,12,"$10,906.00",0,96.50%,n/a,0,n/a
"January 7, 2015",38469157,"$17,000",11.44%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",7.98%,< 1 year ,212xx,N/a,N/a,N/a,Technical Writer,N/a,675-679,0,05/1982,$0.00,9,0,31,n/a,"$16,397.00",1,32.60%,62,0,n/a
"January 7, 2015",38469166,"$19,200",11.44%,1.00%,Five years after issuance,Five years after issuance,RENT,"$12,750 / month",5.13%,1 year ,275xx,N/a,N/a,N/a,Cyber Security Specialist,N/a,695-699,0,06/2000,$0.00,9,0,27,37,"$15,110.00",0,48.40%,n/a,0,n/a
"January 7, 2015",38469187,"$20,950",17.14%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$3,500 / month",25.81%,n/a,373xx,N/a,N/a,N/a,n/a,N/a,720-724,0,03/1984,$0.00,4,0,21,n/a,"$18,327.00",0,99.10%,n/a,0,n/a
"January 7, 2015",38469239,"$30,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$9,167 / month",34.67%,10+ years ,027xx,N/a,N/a,N/a,Owner,N/a,725-729,0,04/2002,$0.00,9,0,16,n/a,"$48,578.00",0,71.30%,n/a,0,n/a
"January 7, 2015",38469247,"$23,000",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,917 / month",26.02%,10+ years ,065xx,N/a,N/a,N/a,School Psychologist,N/a,680-684,0,09/1998,$0.00,13,0,30,n/a,"$35,916.00",0,88.00%,n/a,1,n/a
"January 7, 2015",38469315,"$11,200",14.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$7,083 / month",14.03%,10+ years ,238xx,N/a,N/a,N/a,Supply chain point of contact,N/a,690-694,0,09/1993,$0.00,9,3,27,n/a,$747.00,1,8.00%,38,3,47
"January 7, 2015",38469391,"$12,000",8.19%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,000 / month",30.75%,1 year ,342xx,N/a,N/a,N/a,Vice Pres. Research and Communications,N/a,690-694,0,08/2002,$0.00,8,0,17,n/a,"$37,798.00",0,58.90%,n/a,1,n/a
"January 7, 2015",38469479,"$22,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,000 / month",17.58%,4 years ,021xx,N/a,N/a,N/a,Senior Pastor,N/a,690-694,0,09/2006,$0.00,20,1,28,14,"$23,046.00",0,39.40%,n/a,0,n/a
"January 7, 2015",38469571,"$16,000",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,194 / month",24.77%,10+ years ,080xx,N/a,N/a,N/a,Claims Services Proc II,N/a,670-674,0,07/2001,$0.00,7,1,21,15,"$9,467.00",0,60.70%,n/a,0,15
"January 7, 2015",38469610,"$12,000",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,250 / month",19.41%,10+ years ,078xx,N/a,N/a,N/a,Owner,N/a,735-739,0,10/1998,$0.00,6,1,21,4,"$4,959.00",0,5.70%,n/a,0,n/a
"January 7, 2015",38469653,"$18,000",8.67%,1.00%,Five years after issuance,Five years after issuance,RENT,"$7,083 / month",23.18%,6 years ,120xx,N/a,N/a,N/a,n/a,N/a,660-664,0,04/1986,$0.00,14,1,52,7,"$31,428.00",0,58.50%,n/a,1,n/a
"January 7, 2015",38469697,"$14,000",8.67%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$10,417 / month",9.47%,10+ years ,559xx,N/a,N/a,N/a,Registered nurse,N/a,660-664,0,03/1994,$0.00,6,0,34,n/a,"$5,890.00",1,58.90%,74,0,n/a
"January 7, 2015",38469738,"$16,800",10.49%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,583 / month",19.66%,10+ years ,064xx,N/a,N/a,N/a,Surgical technician ,N/a,710-714,0,09/2000,$0.00,9,2,13,18,"$8,609.00",0,49.50%,n/a,1,n/a
"January 7, 2015",38469748,"$12,500",11.44%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,583 / month",24.00%,10+ years ,748xx,N/a,N/a,N/a,Industrial Mechanic,N/a,680-684,0,06/1991,$0.00,6,0,23,26,"$12,737.00",0,48.80%,n/a,0,n/a
"January 7, 2015",38469781,"$20,000",12.39%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$13,333 / month",7.63%,3 years ,829xx,N/a,N/a,N/a,Owner,N/a,680-684,0,07/2007,$0.00,8,0,18,57,"$14,717.00",0,70.10%,n/a,0,57
"January 7, 2015",38469832,"$12,000",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,167 / month",9.31%,1 year ,100xx,N/a,N/a,N/a,Manager,N/a,685-689,0,09/2000,$0.00,4,0,13,n/a,"$12,601.00",0,85.70%,n/a,0,n/a
"January 7, 2015",38469840,"$4,500",12.39%,1.00%,Three years after issuance,Five years after issuance,OWN,"$3,500 / month",19.46%,n/a,721xx,N/a,N/a,N/a,n/a,N/a,700-704,0,04/2004,$0.00,7,0,8,n/a,"$19,319.00",2,54.00%,66,1,n/a
"January 7, 2015",38469873,"$5,000",6.03%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,917 / month",22.15%,10+ years ,031xx,N/a,N/a,N/a,client service representative laboratory,N/a,670-674,0,08/1989,$0.00,12,0,23,31,"$8,038.00",1,39.60%,71,0,31
"January 7, 2015",38469884,"$15,000",12.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,099 / month",33.30%,10+ years ,911xx,N/a,N/a,N/a,Research Technician,N/a,675-679,0,02/2004,$0.00,14,0,21,n/a,"$24,599.00",0,68.30%,n/a,0,n/a
"January 7, 2015",38469888,"$16,000",13.66%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,000 / month",29.38%,10+ years ,483xx,N/a,N/a,N/a,Home Manager,N/a,670-674,0,11/1996,$0.00,14,1,25,12,"$22,682.00",0,82.20%,n/a,1,62
"January 7, 2015",38469895,"$6,000",8.67%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,167 / month",31.16%,3 years ,222xx,N/a,N/a,N/a,server,N/a,675-679,0,04/1988,$0.00,18,0,64,n/a,"$7,532.00",1,23.60%,55,0,n/a
"January 7, 2015",38470008,"$29,000",8.67%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$9,583 / month",11.29%,2 years ,662xx,N/a,N/a,N/a,Director of Commercial Card Payments,N/a,785-789,0,06/2001,$0.00,9,0,34,n/a,"$8,280.00",0,13.50%,n/a,0,n/a
"January 7, 2015",38470146,"$35,000",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$13,750 / month",10.44%,10+ years ,333xx,N/a,N/a,N/a,Air Traffic Controller,N/a,700-704,0,10/1999,$0.00,9,0,30,32,"$29,579.00",0,59.60%,n/a,1,n/a
"January 7, 2015",38470253,"$16,000",19.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,167 / month",26.75%,10+ years ,983xx,N/a,N/a,N/a,SEO 3,N/a,690-694,0,02/1996,$0.00,11,0,39,n/a,"$2,407.00",1,15.80%,69,0,n/a
"January 7, 2015",38470334,"$7,500",8.19%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$16,667 / month",7.71%,4 years ,221xx,N/a,N/a,N/a,National Account Manager,N/a,685-689,0,03/1988,$0.00,10,0,17,56,"$19,693.00",0,73.20%,n/a,0,82
"January 7, 2015",38470367,"$24,625",19.99%,1.00%,Five years after issuance,Five years after issuance,OWN,"$4,667 / month",22.24%,1 year ,641xx,N/a,N/a,N/a,Territory Manager,N/a,680-684,0,06/2004,$0.00,16,0,43,n/a,"$12,826.00",0,43.80%,n/a,3,n/a
"January 7, 2015",38470372,"$14,400",14.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,083 / month",7.06%,10+ years ,917xx,N/a,N/a,N/a,Manager,N/a,660-664,0,07/2001,$0.00,16,0,17,n/a,"$16,579.00",0,82.50%,n/a,1,n/a
"January 7, 2015",38474453,"$30,000",12.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$8,083 / month",29.96%,10+ years ,447xx,N/a,N/a,N/a,Senior Engineer Writer,N/a,710-714,0,09/1994,$0.00,18,0,44,47,"$68,436.00",0,47.80%,n/a,0,47
"January 7, 2015",38475184,"$25,000",19.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,250 / month",14.77%,10+ years ,461xx,N/a,N/a,N/a,owner,N/a,695-699,0,11/1989,$0.00,8,0,21,31,$0.00,0,0.00%,n/a,3,31
"January 7, 2015",38475426,"$28,000",9.49%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$18,750 / month",10.70%,10+ years ,948xx,N/a,N/a,N/a,Director of Information Systems,N/a,710-714,0,05/1991,$0.00,17,0,24,n/a,"$202,558.00",0,56.70%,n/a,1,n/a
"January 7, 2015",38476391,"$12,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",21.36%,n/a,349xx,N/a,N/a,N/a,n/a,N/a,665-669,0,01/2004,$0.00,14,0,19,26,"$20,176.00",1,64.30%,116,1,n/a
"January 7, 2015",38477252,"$6,000",9.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,167 / month",18.83%,n/a,283xx,N/a,N/a,N/a,n/a,N/a,660-664,0,10/1999,$0.00,7,0,16,51,"$4,997.00",1,53.70%,112,0,51
"January 7, 2015",38477360,"$16,000",19.24%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,583 / month",18.26%,1 year ,410xx,N/a,N/a,N/a,Dockworker,N/a,670-674,0,04/2009,$0.00,9,1,16,15,"$11,381.00",0,56.90%,n/a,1,n/a
"January 7, 2015",38477531,"$11,000",8.67%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,142 / month",29.13%,5 years ,301xx,N/a,N/a,N/a,General Manager,N/a,670-674,0,05/1999,$0.00,8,0,9,n/a,"$19,298.00",0,52.60%,n/a,1,n/a
"January 7, 2015",38478413,"$12,000",13.66%,1.00%,Five years after issuance,Five years after issuance,RENT,"$2,792 / month",20.92%,3 years ,992xx,N/a,N/a,N/a,Accounts Payable Specialist ,N/a,685-689,0,03/2007,$0.00,12,0,13,n/a,"$12,403.00",0,73.40%,n/a,2,n/a
"January 7, 2015",38478603,"$34,550",17.14%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,000 / month",33.92%,2 years ,427xx,N/a,N/a,N/a,Registered Nurse,N/a,680-684,0,08/1994,$0.00,12,0,30,n/a,"$30,040.00",0,90.50%,n/a,0,n/a
"January 7, 2015",38478621,"$30,000",6.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,417 / month",5.79%,1 year ,334xx,N/a,N/a,N/a,Lead Superintendent,N/a,755-759,0,11/1993,$0.00,7,0,10,n/a,"$28,904.00",0,70.70%,n/a,0,n/a
"January 7, 2015",38478623,"$27,000",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$17,500 / month",27.96%,2 years ,234xx,N/a,N/a,N/a,Consultant,N/a,710-714,0,01/1990,$0.00,19,0,47,n/a,"$74,428.00",0,63.80%,n/a,0,n/a
"January 7, 2015",38478633,"$14,200",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,333 / month",26.04%,4 years ,293xx,N/a,N/a,N/a,Massage therapist,N/a,675-679,0,09/1997,$0.00,15,0,34,36,"$12,778.00",1,50.50%,67,1,36
"January 7, 2015",38478684,"$15,200",15.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$10,667 / month",12.79%,10+ years ,296xx,N/a,N/a,N/a,service manager,N/a,665-669,0,12/2002,$0.00,10,0,34,33,"$34,022.00",1,85.50%,39,3,n/a
"January 7, 2015",38478721,"$20,000",14.31%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,833 / month",15.02%,10+ years ,392xx,N/a,N/a,N/a,driver,N/a,695-699,0,11/1987,$0.00,9,0,32,40,"$5,530.00",0,55.90%,n/a,1,63
"January 7, 2015",38478823,"$25,000",14.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,250 / month",6.11%,n/a,606xx,N/a,N/a,N/a,n/a,N/a,755-759,0,10/1975,$0.00,27,1,60,6,"$16,181.00",0,15.00%,n/a,0,n/a
"January 7, 2015",38478882,"$24,525",13.66%,1.00%,Five years after issuance,Five years after issuance,RENT,"$10,333 / month",12.38%,2 years ,109xx,N/a,N/a,N/a,Managing Partner,N/a,665-669,0,04/1997,$0.00,12,1,48,14,"$10,629.00",1,66.40%,64,0,n/a
"January 7, 2015",38478885,"$16,000",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,250 / month",8.90%,5 years ,481xx,N/a,N/a,N/a,semi driver,N/a,730-734,0,12/1999,$0.00,9,0,35,56,"$3,057.00",0,11.10%,n/a,0,n/a
"January 7, 2015",38479009,"$16,775",16.49%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,500 / month",35.51%,10+ years ,026xx,N/a,N/a,N/a,CNA / Cook,N/a,660-664,0,08/2002,$0.00,7,1,16,16,"$10,228.00",2,89.70%,61,0,n/a
"January 7, 2015",38479073,"$12,000",15.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,417 / month",13.82%,10+ years ,928xx,N/a,N/a,N/a,Frozen Clerk,N/a,685-689,0,11/2003,$0.00,3,0,5,n/a,"$7,423.00",0,101.70%,n/a,1,n/a
"January 7, 2015",38479087,"$28,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$13,333 / month",9.88%,< 1 year ,100xx,N/a,N/a,N/a,Solution Architect,N/a,680-684,0,06/1992,$0.00,6,1,11,13,"$35,519.00",2,94.00%,29,0,n/a
"January 7, 2015",38479124,"$12,000",11.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$7,917 / month",33.87%,10+ years ,600xx,N/a,N/a,N/a,Manager,N/a,715-719,0,05/2001,$0.00,8,0,15,n/a,"$81,695.00",0,93.20%,n/a,1,n/a
"January 7, 2015",38479148,"$5,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,833 / month",10.37%,n/a,069xx,N/a,N/a,N/a,n/a,N/a,680-684,0,11/2001,$0.00,9,1,15,5,"$4,481.00",0,35.60%,n/a,0,n/a
"January 7, 2015",38479195,"$24,000",6.03%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$18,333 / month",12.99%,3 years ,465xx,N/a,N/a,N/a,CRNA,N/a,720-724,0,10/2002,$0.00,12,0,51,44,"$93,974.00",0,51.40%,n/a,1,n/a
"January 7, 2015",38479290,"$31,625",20.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$8,333 / month",34.06%,< 1 year ,119xx,N/a,N/a,N/a,president,N/a,670-674,0,09/2005,$0.00,14,0,27,57,"$5,697.00",2,25.80%,7,0,57
"January 7, 2015",38479469,"$8,000",8.67%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,917 / month",14.65%,1 year ,113xx,N/a,N/a,N/a,Manager,N/a,755-759,0,10/2005,$0.00,5,0,15,n/a,"$4,500.00",0,35.20%,n/a,0,n/a
"January 7, 2015",38479471,"$30,000",12.39%,1.00%,Five years after issuance,Five years after issuance,OWN,"$16,667 / month",12.21%,10+ years ,190xx,N/a,N/a,N/a,General Manager,N/a,670-674,0,06/1997,$0.00,11,0,32,28,"$26,809.00",0,62.20%,n/a,1,n/a
"January 7, 2015",38479558,"$17,400",10.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$3,723 / month",16.87%,< 1 year ,038xx,N/a,N/a,N/a,Business Managee,N/a,680-684,0,02/1983,$0.00,11,0,18,n/a,"$10,824.00",1,85.20%,111,0,n/a
"January 7, 2015",38479604,"$9,000",7.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$7,500 / month",13.24%,4 years ,941xx,N/a,N/a,N/a,Account Executive,N/a,700-704,0,10/2006,$0.00,12,0,19,n/a,"$19,494.00",0,52.30%,n/a,0,n/a
"January 7, 2015",38479668,"$5,000",6.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,000 / month",26.91%,n/a,900xx,N/a,N/a,N/a,n/a,N/a,685-689,0,12/1981,$0.00,20,0,41,n/a,"$71,195.00",0,80.00%,n/a,0,n/a
"January 7, 2015",38479802,"$6,600",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,000 / month",14.02%,10+ years ,395xx,N/a,N/a,N/a,Office Administrator,N/a,690-694,0,08/1994,$0.00,14,0,48,n/a,"$3,173.00",1,20.00%,58,4,55
"January 7, 2015",38479841,"$28,000",8.67%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$7,642 / month",22.58%,10+ years ,441xx,N/a,N/a,N/a,IT Director,N/a,735-739,0,10/2000,$0.00,16,0,32,n/a,"$29,389.00",0,71.00%,n/a,0,n/a
"January 7, 2015",38479882,"$12,000",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,833 / month",12.72%,4 years ,814xx,N/a,N/a,N/a,Miner,N/a,670-674,0,09/2004,$0.00,7,0,20,55,"$4,122.00",0,68.70%,n/a,0,56
"January 7, 2015",38479913,"$15,000",10.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$7,917 / month",6.60%,10+ years ,333xx,N/a,N/a,N/a,Parks Coordinator,N/a,680-684,0,02/2000,$0.00,14,8,27,7,"$8,128.00",1,23.40%,71,2,n/a
"January 7, 2015",38479955,"$15,000",14.31%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,583 / month",28.91%,10+ years ,117xx,N/a,N/a,N/a,Sales manager,N/a,665-669,0,09/2007,$0.00,12,0,15,n/a,"$17,122.00",0,67.40%,n/a,2,n/a
"January 7, 2015",38479999,"$29,150",10.49%,1.00%,Five years after issuance,Five years after issuance,OWN,"$25,000 / month",13.80%,10+ years ,117xx,N/a,N/a,N/a,Manager,N/a,775-779,0,07/1995,$0.00,10,0,40,n/a,"$20,863.00",0,40.50%,n/a,0,n/a
"January 7, 2015",38480022,"$10,000",13.66%,1.00%,Three years after issuance,Five years after issuance,OWN,"$3,750 / month",20.93%,10+ years ,326xx,N/a,N/a,N/a,Owner,N/a,670-674,0,02/1985,$0.00,27,0,37,n/a,"$23,368.00",0,83.20%,n/a,0,n/a
"January 7, 2015",38480076,"$10,000",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,000 / month",15.93%,4 years ,992xx,N/a,N/a,N/a,Leadership Program- Fish & Wildlife Dept,N/a,675-679,0,04/2004,$0.00,8,0,11,n/a,"$7,232.00",0,55.20%,n/a,0,n/a
"January 7, 2015",38480243,"$24,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$10,000 / month",9.74%,1 year ,112xx,N/a,N/a,N/a,Director,N/a,680-684,0,05/1994,$0.00,6,0,7,n/a,"$32,726.00",0,91.40%,n/a,0,n/a
"January 7, 2015",38480244,"$18,000",8.67%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,833 / month",12.33%,6 years ,453xx,N/a,N/a,N/a,Counselor/Marriage & Family Therapist,N/a,710-714,0,06/1995,$0.00,8,0,33,81,"$16,783.00",0,81.90%,n/a,0,n/a
"January 7, 2015",38480250,"$15,000",17.86%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,500 / month",7.80%,1 year ,850xx,N/a,N/a,N/a,owner,N/a,680-684,0,02/1995,$0.00,13,0,19,76,"$5,596.00",1,30.40%,117,2,n/a
"January 7, 2015",38480292,"$7,000",8.67%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,250 / month",3.73%,n/a,799xx,N/a,N/a,N/a,n/a,N/a,660-664,0,06/1992,$0.00,8,0,28,n/a,"$5,857.00",1,56.90%,45,0,n/a
"January 7, 2015",38485643,"$8,400",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,583 / month",25.36%,10+ years ,123xx,N/a,N/a,N/a,Analyst,N/a,675-679,0,01/1995,$0.00,9,1,48,7,"$3,968.00",0,50.90%,n/a,0,38
"January 7, 2015",38485775,"$15,000",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,667 / month",20.53%,6 years ,072xx,N/a,N/a,N/a,sales,N/a,715-719,0,12/2007,$0.00,16,0,27,n/a,"$13,248.00",0,51.20%,n/a,0,n/a
"January 7, 2015",38496080,"$8,000",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,000 / month",30.83%,4 years ,816xx,N/a,N/a,N/a,Housekeeper,N/a,670-674,0,01/2008,$0.00,5,0,8,40,"$7,805.00",0,91.80%,n/a,0,n/a
"January 7, 2015",38497465,"$9,600",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",39.94%,8 years ,729xx,N/a,N/a,N/a,Regional Territory Sales Maneger,N/a,745-749,0,05/1994,$0.00,10,0,93,n/a,"$10,467.00",0,71.70%,n/a,0,n/a
"January 7, 2015",38497545,"$35,000",12.39%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$8,333 / month",26.10%,9 years ,300xx,N/a,N/a,N/a,Associate Professor,N/a,720-724,0,01/1992,$0.00,10,0,31,n/a,"$13,497.00",1,58.70%,7,1,n/a
"January 7, 2015",38497736,"$10,000",8.19%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,333 / month",16.02%,2 years ,243xx,N/a,N/a,N/a,Counseling Supervisor,N/a,685-689,0,07/2003,$0.00,9,3,26,10,"$10,144.00",0,54.50%,n/a,0,10
"January 7, 2015",38497829,"$17,000",8.67%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,500 / month",32.73%,10+ years ,672xx,N/a,N/a,N/a,Supervisor Component Repair,N/a,740-744,0,10/2003,$0.00,12,0,32,n/a,"$18,097.00",0,57.10%,n/a,0,n/a
"January 7, 2015",38498054,"$25,000",8.19%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$14,708 / month",13.50%,10+ years ,442xx,N/a,N/a,N/a,President,N/a,700-704,0,08/1987,$0.00,21,0,52,n/a,"$34,318.00",0,26.20%,n/a,1,n/a
