Date,Series of Member Payment Dependent Notes,Maximum aggregate principal amount offered,Stated interest rate,Service Charge,Initial maturity,Final maturity,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months,Months Since Last Major Derogatory
"January 7, 2015",38448043,"$11,500",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$2,083 / month",20.91%,1 year ,402xx,N/a,N/a,N/a,owner manager,N/a,710-714,0,02/2007,$0.00,7,0,11,n/a,"$14,844.00",0,31.90%,n/a,1,n/a
"January 7, 2015",38448543,"$20,000",8.67%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,417 / month",28.67%,7 years ,277xx,N/a,N/a,N/a,CPA,N/a,720-724,0,08/2003,$0.00,15,0,38,n/a,"$18,303.00",0,60.20%,n/a,0,n/a
"January 7, 2015",38448851,"$30,000",13.66%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$8,833 / month",20.68%,4 years ,010xx,N/a,N/a,N/a,Sr. Art Director,N/a,710-714,0,08/2000,$0.00,8,0,39,43,"$10,537.00",0,86.40%,n/a,0,n/a
"January 7, 2015",38449067,"$24,000",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$7,167 / month",22.90%,3 years ,234xx,N/a,N/a,N/a,Quality Assurance Manager,N/a,695-699,0,05/2007,$0.00,15,0,25,n/a,"$28,981.00",0,70.20%,n/a,0,n/a
"January 7, 2015",38449088,"$16,400",7.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,292 / month",18.95%,3 years ,606xx,N/a,N/a,N/a,Supervisor,N/a,690-694,0,07/2002,$0.00,13,0,25,n/a,"$14,277.00",0,47.60%,n/a,0,n/a
"January 7, 2015",38449119,"$9,000",11.44%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,500 / month",16.21%,3 years ,335xx,N/a,N/a,N/a,sales,N/a,670-674,0,04/2003,$0.00,12,0,31,n/a,"$7,443.00",1,33.50%,57,0,n/a
"January 7, 2015",38449172,"$15,800",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,100 / month",20.54%,8 years ,302xx,N/a,N/a,N/a,Production Mgr,N/a,685-689,0,09/1994,$0.00,16,0,39,n/a,"$11,570.00",0,33.00%,n/a,2,n/a
"January 7, 2015",38449241,"$25,500",11.44%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$12,500 / month",27.79%,10+ years ,740xx,N/a,N/a,N/a,welder,N/a,730-734,0,02/1996,$0.00,13,0,37,65,"$28,794.00",0,50.60%,n/a,1,n/a
"January 7, 2015",38449284,"$9,600",9.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$5,000 / month",6.30%,10+ years ,301xx,N/a,N/a,N/a,Production Team Leader,N/a,680-684,0,02/1999,$0.00,13,0,31,48,"$7,199.00",1,43.90%,52,0,48
"January 7, 2015",38449286,"$16,000",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,750 / month",19.39%,5 years ,181xx,N/a,N/a,N/a,Bevavioral techincian,N/a,680-684,0,09/1999,$0.00,9,0,14,n/a,"$14,510.00",0,56.20%,n/a,1,n/a
"January 7, 2015",38449319,"$5,375",10.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$1,275 / month",30.27%,7 years ,719xx,N/a,N/a,N/a,Merchandiser,N/a,670-674,0,02/2005,$0.00,6,2,16,11,"$6,296.00",0,58.80%,n/a,0,11
"January 7, 2015",38449467,"$8,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$2,500 / month",9.76%,10+ years ,935xx,N/a,N/a,N/a,Butcher,N/a,685-689,0,11/2002,$0.00,8,0,16,n/a,"$11,131.00",0,34.20%,n/a,2,n/a
"January 7, 2015",38449504,"$12,000",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,167 / month",25.28%,< 1 year ,609xx,N/a,N/a,N/a,Owner,N/a,690-694,0,12/1998,$0.00,12,1,18,7,"$7,299.00",0,42.20%,n/a,1,n/a
"January 7, 2015",38449582,"$10,000",9.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$5,320 / month",28.93%,n/a,626xx,N/a,N/a,N/a,n/a,N/a,670-674,0,11/1995,$0.00,14,0,23,n/a,"$40,513.00",0,95.80%,n/a,0,n/a
"January 7, 2015",38449626,"$17,775",18.54%,1.00%,Five years after issuance,Five years after issuance,OWN,"$5,833 / month",37.18%,7 years ,112xx,N/a,N/a,N/a,REACH COMPLIANCE MGR INTERNATIONAL LOGIS,N/a,660-664,0,07/2001,$0.00,14,0,21,51,"$21,088.00",1,55.80%,53,1,51
"January 7, 2015",38449740,"$10,000",6.03%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$11,083 / month",17.76%,2 years ,781xx,N/a,N/a,N/a,Sr. Principal Consultant,N/a,670-674,0,02/1995,$0.00,20,1,47,4,"$37,024.00",1,79.30%,45,0,57
"January 7, 2015",38449750,"$22,000",15.59%,1.00%,Five years after issuance,Five years after issuance,OWN,"$5,833 / month",30.40%,5 years ,351xx,N/a,N/a,N/a,Supervisor,N/a,685-689,0,11/1988,$0.00,10,0,40,46,"$9,953.00",0,95.70%,n/a,0,48
"January 7, 2015",38449786,"$10,000",7.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",10.34%,10+ years ,554xx,N/a,N/a,N/a,Social Work Unit Supervisor,N/a,695-699,0,08/1999,$0.00,11,2,19,2,"$23,785.00",0,37.50%,n/a,0,n/a
"January 7, 2015",38449796,"$4,500",8.19%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,667 / month",18.46%,7 years ,604xx,N/a,N/a,N/a,journeyman plumber,N/a,690-694,0,05/2002,$0.00,9,1,16,15,"$5,386.00",0,50.30%,n/a,0,n/a
"January 7, 2015",38449882,"$10,000",17.86%,1.00%,Five years after issuance,Five years after issuance,OWN,"$1,734 / month",38.47%,10+ years ,321xx,N/a,N/a,N/a,Owner,N/a,660-664,0,03/1977,$0.00,9,0,29,49,"$9,716.00",1,62.70%,55,1,n/a
"January 7, 2015",38449887,"$7,000",10.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$3,583 / month",17.78%,10+ years ,060xx,N/a,N/a,N/a,Sales/Service,N/a,680-684,0,01/2000,$0.00,12,0,36,35,"$5,040.00",3,30.20%,61,0,n/a
"January 7, 2015",38449888,"$10,000",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,417 / month",12.58%,5 years ,112xx,N/a,N/a,N/a,Home Health Aide,N/a,695-699,0,08/2005,$0.00,6,0,21,n/a,"$5,903.00",0,55.70%,n/a,2,n/a
"January 7, 2015",38449921,"$13,000",13.66%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,467 / month",19.24%,10+ years ,333xx,N/a,N/a,N/a,EMERGENCY ROOM CODER,N/a,665-669,0,11/1998,$0.00,7,1,38,15,"$9,756.00",1,78.70%,76,1,73
"January 7, 2015",38449949,"$12,500",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,333 / month",15.21%,5 years ,994xx,N/a,N/a,N/a,laboratory technician,N/a,710-714,0,09/1983,$0.00,7,0,23,n/a,"$12,550.00",0,79.90%,n/a,0,n/a
"January 7, 2015",38449974,"$30,000",11.44%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$12,500 / month",18.70%,10+ years ,605xx,N/a,N/a,N/a,CoOwner,N/a,700-704,0,08/1990,$0.00,20,0,49,31,"$54,196.00",0,56.00%,n/a,1,56
"January 7, 2015",38449981,"$9,600",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,000 / month",20.30%,8 years ,550xx,N/a,N/a,N/a,SUPERVISOR,N/a,670-674,0,08/1998,$0.00,12,0,22,33,"$8,423.00",0,52.00%,n/a,0,n/a
"January 7, 2015",38449984,"$7,000",11.44%,1.00%,Three years after issuance,Five years after issuance,OWN,"$5,000 / month",13.30%,1 year ,030xx,N/a,N/a,N/a,Supervisor,N/a,660-664,0,11/1999,$0.00,14,0,34,n/a,"$5,277.00",1,28.40%,57,2,n/a
"January 7, 2015",38450040,"$3,000",11.44%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,167 / month",18.62%,10+ years ,305xx,N/a,N/a,N/a,Owner/Operator,N/a,670-674,0,04/1986,$0.00,13,0,37,25,"$16,128.00",0,63.70%,n/a,1,25
"January 7, 2015",38450091,"$19,875",25.89%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$3,680 / month",18.78%,n/a,933xx,N/a,N/a,N/a,n/a,N/a,670-674,0,01/1979,$0.00,10,0,23,34,"$11,165.00",0,99.70%,n/a,0,57
"January 7, 2015",38450147,"$11,200",15.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$2,708 / month",38.26%,5 years ,985xx,N/a,N/a,N/a,lead cook,N/a,670-674,0,02/2008,$0.00,8,0,17,66,"$15,998.00",0,81.60%,n/a,1,66
"January 7, 2015",38450194,"$12,000",7.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$7,500 / month",16.58%,1 year ,208xx,N/a,N/a,N/a,Analyst,N/a,660-664,0,01/2006,$0.00,16,0,27,28,"$17,136.00",0,75.50%,n/a,0,28
"January 7, 2015",38450202,"$10,000",19.24%,1.00%,Five years after issuance,Five years after issuance,RENT,"$2,750 / month",39.38%,7 years ,341xx,N/a,N/a,N/a,Nail Tech,N/a,685-689,0,11/2000,$0.00,15,0,21,79,"$5,253.00",0,33.90%,n/a,0,79
"January 7, 2015",38450229,"$28,700",10.49%,1.00%,Five years after issuance,Five years after issuance,RENT,"$18,333 / month",10.87%,7 years ,951xx,N/a,N/a,N/a,RN,N/a,680-684,0,09/2001,$0.00,15,0,24,n/a,"$20,387.00",3,63.30%,48,0,n/a
"January 7, 2015",38450352,"$35,000",12.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$17,224 / month",19.63%,10+ years ,165xx,N/a,N/a,N/a,SVP Business Banking Market Manager,N/a,700-704,0,07/1985,$0.00,26,0,43,n/a,"$41,794.00",0,51.40%,n/a,2,n/a
"January 7, 2015",38455452,"$17,575",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,333 / month",23.25%,2 years ,300xx,N/a,N/a,N/a,service technician ,N/a,660-664,0,09/2007,$0.00,6,1,12,18,"$15,147.00",0,89.10%,n/a,0,18
"January 7, 2015",38457067,"$6,475",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,500 / month",27.80%,10+ years ,923xx,N/a,N/a,N/a,auditor,N/a,705-709,0,11/1980,$0.00,16,1,34,12,"$25,268.00",0,54.10%,n/a,0,n/a
"January 7, 2015",38457406,"$10,000",8.19%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$2,917 / month",8.61%,10+ years ,271xx,N/a,N/a,N/a,Produce Manager,N/a,680-684,0,11/1999,$0.00,5,0,13,n/a,"$9,204.00",0,44.90%,n/a,0,n/a
"January 7, 2015",38458031,"$13,200",10.49%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,275 / month",25.02%,10+ years ,765xx,N/a,N/a,N/a,Company Operations NCO,N/a,690-694,0,11/1997,$0.00,10,4,21,6,"$11,404.00",0,63.40%,n/a,0,n/a
"January 7, 2015",38458067,"$8,450",12.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,000 / month",15.06%,n/a,489xx,N/a,N/a,N/a,n/a,N/a,680-684,0,12/1993,$0.00,9,0,18,74,$444.00,1,7.00%,65,2,62
"January 7, 2015",38458170,"$17,000",13.66%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,167 / month",18.16%,10+ years ,826xx,N/a,N/a,N/a,Director of Sales,N/a,660-664,0,07/1999,$0.00,12,0,29,n/a,"$6,563.00",2,45.00%,61,1,n/a
"January 7, 2015",38458285,"$10,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,667 / month",19.35%,2 years ,914xx,N/a,N/a,N/a,Office Manager,N/a,660-664,0,08/2007,$0.00,9,0,12,n/a,"$8,580.00",1,84.10%,47,0,n/a
"January 7, 2015",38458409,"$30,000",12.39%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",24.87%,10+ years ,484xx,N/a,N/a,N/a,Service tech,N/a,710-714,0,02/1995,$0.00,13,1,37,21,"$35,379.00",0,47.10%,n/a,0,n/a
"January 7, 2015",38458462,"$18,200",13.66%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,167 / month",21.63%,1 year ,535xx,N/a,N/a,N/a,Teacher,N/a,680-684,0,08/2000,$0.00,19,0,50,36,"$17,030.00",1,48.20%,44,1,36
"January 7, 2015",38458466,"$25,000",17.14%,1.00%,Five years after issuance,Five years after issuance,OWN,"$4,206 / month",35.86%,10+ years ,728xx,N/a,N/a,N/a,Literacy Instructional Facilitator K-6 ,N/a,665-669,0,12/1986,$0.00,15,0,32,n/a,"$25,054.00",0,77.80%,n/a,0,n/a
"January 7, 2015",38458476,"$21,000",17.86%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,000 / month",26.56%,1 year ,073xx,N/a,N/a,N/a,Office Assistant,N/a,710-714,0,03/2003,$0.00,3,0,5,n/a,"$6,514.00",0,100.20%,n/a,0,n/a
"January 7, 2015",38458511,"$12,000",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,833 / month",20.17%,9 years ,777xx,N/a,N/a,N/a,Educator,N/a,690-694,0,07/2000,$0.00,11,0,33,59,"$21,071.00",0,82.60%,n/a,1,n/a
"January 7, 2015",38458527,"$30,000",12.39%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$11,333 / month",28.24%,10+ years ,488xx,N/a,N/a,N/a,Material Manager,N/a,715-719,0,12/1988,$0.00,13,0,25,n/a,"$48,994.00",0,70.40%,n/a,1,n/a
"January 7, 2015",38458549,"$35,000",15.59%,1.00%,Five years after issuance,Five years after issuance,RENT,"$13,333 / month",14.08%,1 year ,105xx,N/a,N/a,N/a,Regional  Director,N/a,690-694,0,06/1998,$0.00,9,1,21,20,"$21,793.00",0,78.40%,n/a,0,n/a
"January 7, 2015",38458559,"$35,000",10.49%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$10,833 / month",20.11%,10+ years ,640xx,N/a,N/a,N/a,District Activities Director,N/a,725-729,0,02/1977,$0.00,22,0,71,39,"$21,962.00",0,27.00%,n/a,0,n/a
"January 7, 2015",38458804,"$8,000",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,500 / month",21.58%,4 years ,629xx,N/a,N/a,N/a,assistant manager sunroofs,N/a,685-689,0,05/2001,$0.00,9,0,34,n/a,"$3,391.00",1,27.00%,63,2,25
"January 7, 2015",38458808,"$12,000",12.99%,1.00%,Five years after issuance,Five years after issuance,OWN,"$2,250 / month",26.71%,8 years ,446xx,N/a,N/a,N/a,Receptionist/ veterinary assistant,N/a,690-694,0,07/1999,$0.00,15,0,23,n/a,"$10,445.00",0,43.70%,n/a,0,n/a
"January 7, 2015",38458819,"$15,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,333 / month",29.91%,5 years ,334xx,N/a,N/a,N/a,Marketing Director,N/a,710-714,0,11/1993,$0.00,13,0,29,n/a,"$35,700.00",0,53.80%,n/a,0,n/a
"January 7, 2015",38458821,"$24,000",9.49%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,500 / month",24.59%,10+ years ,628xx,N/a,N/a,N/a,Telecommunications Specialist,N/a,715-719,0,05/1998,$0.00,7,0,15,n/a,"$63,896.00",0,97.00%,n/a,0,n/a
"January 7, 2015",38458842,"$10,000",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,167 / month",12.77%,6 years ,330xx,N/a,N/a,N/a,ADMIN SPECIALIST,N/a,715-719,0,08/1996,$0.00,11,0,18,n/a,"$16,413.00",0,48.80%,n/a,1,n/a
"January 7, 2015",38458914,"$20,000",15.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,333 / month",20.98%,2 years ,926xx,N/a,N/a,N/a,Legal Analyst,N/a,695-699,0,07/1989,$0.00,11,0,22,n/a,"$16,809.00",0,63.70%,n/a,1,n/a
"January 7, 2015",38458954,"$7,500",9.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",21.01%,10+ years ,064xx,N/a,N/a,N/a,Management Analyst,N/a,675-679,0,09/2001,$0.00,32,3,56,9,"$5,627.00",0,25.80%,n/a,0,44
"January 7, 2015",38459097,"$20,000",8.19%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,000 / month",14.90%,2 years ,495xx,N/a,N/a,N/a,Registered nurse,N/a,675-679,0,06/2004,$0.00,20,0,26,71,"$14,041.00",1,65.00%,73,0,71
"January 7, 2015",38459098,"$8,400",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,500 / month",22.60%,10+ years ,773xx,N/a,N/a,N/a,Owner,N/a,690-694,0,11/1995,$0.00,15,0,19,n/a,"$10,803.00",1,33.40%,100,2,n/a
"January 7, 2015",38459136,"$12,575",9.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,105 / month",26.84%,n/a,787xx,N/a,N/a,N/a,n/a,N/a,680-684,0,05/2002,$0.00,16,1,25,18,"$14,483.00",0,43.80%,n/a,0,n/a
"January 7, 2015",38459144,"$10,000",11.44%,1.00%,Three years after issuance,Five years after issuance,OWN,"$5,000 / month",13.68%,2 years ,761xx,N/a,N/a,N/a,Auditor,N/a,685-689,0,08/2007,$0.00,10,0,21,n/a,"$19,800.00",0,94.30%,n/a,0,n/a
"January 7, 2015",38459146,"$8,000",11.99%,1.00%,Three years after issuance,Five years after issuance,OWN,"$13,333 / month",11.51%,2 years ,275xx,N/a,N/a,N/a,owner,N/a,725-729,0,02/1994,$0.00,6,1,32,15,$0.00,1,0.00%,59,0,59
"January 7, 2015",38459147,"$20,000",8.67%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,043 / month",17.04%,10+ years ,330xx,N/a,N/a,N/a,city carrier,N/a,680-684,0,12/2000,$0.00,15,0,27,62,"$21,521.00",0,52.70%,n/a,0,62
"January 7, 2015",38459202,"$27,000",10.49%,1.00%,Five years after issuance,Five years after issuance,RENT,"$9,333 / month",10.28%,< 1 year ,950xx,N/a,N/a,N/a,IT,N/a,715-719,0,09/2003,$0.00,11,0,18,n/a,"$24,401.00",0,39.70%,n/a,0,n/a
"January 7, 2015",38459234,"$16,000",11.44%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$13,333 / month",8.25%,10+ years ,940xx,N/a,N/a,N/a,RN ,N/a,685-689,0,01/1997,$0.00,10,1,16,6,"$158,732.00",0,45.70%,n/a,1,46
"January 7, 2015",38459259,"$12,000",8.67%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",16.44%,10+ years ,300xx,N/a,N/a,N/a,Office Manager,N/a,665-669,0,10/1994,$0.00,15,1,30,23,"$8,219.00",0,44.40%,n/a,1,30
"January 7, 2015",38459318,"$7,000",9.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,833 / month",15.25%,2 years ,358xx,N/a,N/a,N/a,nails technology,N/a,725-729,0,11/1998,$0.00,16,1,27,13,"$1,911.00",2,8.60%,53,0,67
"January 7, 2015",38459333,"$12,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,833 / month",19.16%,10+ years ,559xx,N/a,N/a,N/a,sales,N/a,700-704,0,12/1993,$0.00,15,0,35,52,"$11,440.00",0,46.70%,n/a,0,52
"January 7, 2015",38459334,"$12,000",19.24%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,500 / month",27.53%,< 1 year ,336xx,N/a,N/a,N/a,Mammographer,N/a,660-664,0,10/2000,$0.00,17,1,41,11,"$11,875.00",0,70.30%,n/a,1,n/a
"January 7, 2015",38459413,"$13,000",6.03%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,125 / month",7.63%,10+ years ,973xx,N/a,N/a,N/a,General Manager ,N/a,720-724,0,12/1998,$0.00,8,0,14,40,"$15,550.00",0,53.80%,n/a,0,n/a
"January 7, 2015",38459432,"$10,000",11.99%,1.00%,Three years after issuance,Five years after issuance,OWN,"$7,083 / month",22.77%,7 years ,808xx,N/a,N/a,N/a,Hvac service tech,N/a,675-679,0,08/1997,$0.00,9,1,31,15,"$10,870.00",1,63.90%,59,0,71
"January 7, 2015",38459543,"$7,300",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",19.38%,3 years ,530xx,N/a,N/a,N/a,Sales,N/a,665-669,0,01/2003,$0.00,11,2,30,15,"$4,502.00",0,32.20%,n/a,1,n/a
"January 7, 2015",38459545,"$5,000",9.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,250 / month",14.18%,10+ years ,100xx,N/a,N/a,N/a,Actor,N/a,705-709,0,06/1992,$0.00,4,0,8,n/a,"$15,494.00",0,74.50%,n/a,0,n/a
"January 7, 2015",38459565,"$4,500",7.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,750 / month",18.72%,9 years ,554xx,N/a,N/a,N/a,Fabrication op,N/a,690-694,0,03/2009,$0.00,7,0,13,n/a,"$6,413.00",1,52.60%,89,0,n/a
"January 7, 2015",38459670,"$26,300",20.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,000 / month",27.74%,< 1 year ,802xx,N/a,N/a,N/a,Senior Corporate Accountant,N/a,680-684,0,08/2002,$0.00,21,0,31,n/a,"$35,162.00",0,90.90%,n/a,1,n/a
"January 7, 2015",38459690,"$20,000",14.31%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,750 / month",9.46%,8 years ,770xx,N/a,N/a,N/a,Senior Layout Designer,N/a,670-674,0,10/2004,$0.00,12,0,22,40,"$22,591.00",0,88.20%,n/a,0,n/a
"January 7, 2015",38459713,"$20,000",8.67%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$9,333 / month",27.20%,8 years ,201xx,N/a,N/a,N/a,Senior Programmer,N/a,660-664,0,02/1997,$0.00,5,6,20,3,"$135,851.00",1,97.80%,71,0,3
"January 7, 2015",38459726,"$23,400",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,583 / month",23.86%,n/a,956xx,N/a,N/a,N/a,n/a,N/a,705-709,0,02/1995,$0.00,16,0,18,n/a,"$25,916.00",0,55.00%,n/a,2,n/a
"January 7, 2015",38459743,"$15,900",17.86%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,333 / month",27.84%,7 years ,304xx,N/a,N/a,N/a,Nurse,N/a,680-684,0,09/1998,$0.00,11,0,28,n/a,"$22,920.00",0,89.90%,n/a,1,n/a
"January 7, 2015",38459817,"$25,650",14.31%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,000 / month",37.45%,n/a,371xx,N/a,N/a,N/a,n/a,N/a,685-689,0,03/1972,$0.00,18,0,33,n/a,"$52,032.00",0,57.60%,n/a,1,n/a
"January 7, 2015",38459851,"$35,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$11,400 / month",8.37%,10+ years ,296xx,N/a,N/a,N/a,SECRETARY,N/a,690-694,0,08/1998,$0.00,7,0,18,40,"$9,845.00",0,45.20%,n/a,0,53
"January 7, 2015",38459913,"$13,000",12.39%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,833 / month",28.76%,10+ years ,658xx,N/a,N/a,N/a,Owner,N/a,675-679,0,09/1997,$0.00,13,1,24,9,"$8,268.00",0,55.90%,n/a,0,n/a
"January 7, 2015",38459949,"$5,000",11.44%,1.00%,Three years after issuance,Five years after issuance,OWN,"$2,500 / month",22.04%,n/a,347xx,N/a,N/a,N/a,n/a,N/a,680-684,0,08/1998,$0.00,6,0,24,37,"$9,084.00",0,46.10%,n/a,0,n/a
"January 7, 2015",38460108,"$7,200",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,128 / month",23.75%,3 years ,038xx,N/a,N/a,N/a,Information Technologist II,N/a,675-679,0,11/2006,$0.00,10,0,26,n/a,"$15,844.00",0,58.50%,n/a,0,n/a
"January 7, 2015",38460255,"$9,525",14.31%,1.00%,Three years after issuance,Five years after issuance,OWN,"$2,083 / month",22.32%,10+ years ,763xx,N/a,N/a,N/a,installer,N/a,660-664,0,04/2004,$0.00,5,0,18,28,"$1,740.00",0,64.40%,n/a,1,n/a
"January 7, 2015",38460302,"$8,000",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,500 / month",33.16%,10+ years ,553xx,N/a,N/a,N/a,Service Program Manager,N/a,700-704,0,08/1983,$0.00,14,0,25,47,"$42,944.00",0,90.80%,n/a,0,n/a
"January 7, 2015",38460308,"$5,000",13.66%,1.00%,Three years after issuance,Five years after issuance,RENT,"$1,333 / month",36.91%,n/a,800xx,N/a,N/a,N/a,n/a,N/a,660-664,0,11/1987,$0.00,21,0,24,n/a,"$10,903.00",1,45.60%,92,0,n/a
"January 7, 2015",38460349,"$12,000",8.19%,1.00%,Three years after issuance,Five years after issuance,OWN,"$3,000 / month",13.80%,< 1 year ,496xx,N/a,N/a,N/a,Appraiser,N/a,705-709,0,08/1999,$0.00,12,0,38,n/a,"$15,106.00",1,62.40%,27,1,n/a
"January 7, 2015",38465211,"$15,000",10.49%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,833 / month",21.41%,< 1 year ,272xx,N/a,N/a,N/a,System Sales,N/a,755-759,0,08/1998,$0.00,9,0,12,n/a,"$15,031.00",0,69.90%,n/a,1,n/a
"January 7, 2015",38468160,"$14,000",8.67%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,667 / month",29.04%,6 years ,750xx,N/a,N/a,N/a,Teacher,N/a,760-764,0,04/2002,$0.00,11,0,29,68,$786.00,0,2.60%,n/a,0,n/a
"January 7, 2015",38468422,"$11,000",13.66%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$2,917 / month",18.14%,10+ years ,740xx,N/a,N/a,N/a,Venue Administrator,N/a,700-704,0,10/1989,$0.00,24,0,46,n/a,"$9,855.00",0,30.00%,n/a,3,n/a
"January 7, 2015",38468627,"$30,000",17.86%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$9,583 / month",14.40%,3 years ,601xx,N/a,N/a,N/a,BRANCH MANAGER,N/a,670-674,0,01/2005,$0.00,10,1,15,6,"$11,432.00",0,70.10%,n/a,2,n/a
"January 7, 2015",38468669,"$15,000",10.49%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$8,167 / month",6.95%,10+ years ,972xx,N/a,N/a,N/a,Branch manager,N/a,710-714,0,12/2002,$0.00,13,0,36,42,"$12,030.00",0,43.10%,n/a,0,42
"January 7, 2015",38468716,"$15,000",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,583 / month",5.70%,10+ years ,774xx,N/a,N/a,N/a,Projects admin,N/a,665-669,0,09/1984,$0.00,8,0,23,41,"$8,237.00",0,74.90%,n/a,0,59
"January 7, 2015",38468728,"$15,000",15.59%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$3,250 / month",23.20%,5 years ,490xx,N/a,N/a,N/a,Owner/operator,N/a,665-669,0,04/2004,$0.00,10,1,16,20,"$25,987.00",0,74.90%,n/a,0,n/a
